wavenumber,Std_1,Std_2,Std_3,Std_4,Std_5,Std_6,Std_7,Std_8,Std_9,Std_10,Std_11,Std_12,Std_13,Std_14,Std_15,Std_16,Std_17,Std_18,Std_19,Std_20,Std_21,Std_22,Std_23,Std_24,Std_25,Std_26,Std_27,Std_28,Std_29,Std_30
688,0.340154575,0.26261629,0.192034691,0.22741026,0.36625192,0.260883706,0.283008442,0.317900308,0.430575894,0.331579317,0.308230907,0.324241521,0.201178341,0.252203648,0.222993087,0.285608518,0.147424846,0.237655909,0.201281413,0.475202284,0.314446515,0.268891469,0.358201136,0.249432821,0.169706407,0.232109744,0.243364813,0.260490676,0.193855716,0.224182561
692,0.324077933,0.248574236,0.184430399,0.217848778,0.348587811,0.251723458,0.276957782,0.303787965,0.412565961,0.31596359,0.295058441,0.311307171,0.184540363,0.243998012,0.206796139,0.271613605,0.138916721,0.229693677,0.186189784,0.463506088,0.309852914,0.264713445,0.344125176,0.238113042,0.157610922,0.210721191,0.237289268,0.246830433,0.178300366,0.213455477
696,0.307434997,0.235963755,0.176354389,0.207050987,0.329942514,0.241421301,0.266945643,0.288961347,0.393717467,0.300156311,0.281847344,0.297848353,0.168866494,0.23505397,0.191000527,0.25801106,0.131426694,0.220843955,0.171572126,0.448671284,0.30558984,0.259994334,0.329351856,0.227557362,0.145747794,0.181873453,0.22891664,0.232621768,0.161948439,0.201570716
700,0.29012193,0.223296396,0.16815151,0.195037221,0.309124519,0.229170477,0.253280568,0.273848811,0.373997883,0.284023525,0.268796338,0.284421881,0.152669148,0.217474361,0.175853772,0.244925887,0.125834237,0.21072544,0.156298469,0.431180991,0.299790299,0.252418002,0.313966952,0.217962046,0.134173478,0.158977567,0.220161634,0.218043902,0.149987548,0.188756023
704,0.272516116,0.210497623,0.159672456,0.17961132,0.286203227,0.219280063,0.236561963,0.259286014,0.353987789,0.26798529,0.256531299,0.272388565,0.140695898,0.199976846,0.160142602,0.230275457,0.11930128,0.20232497,0.145588412,0.412152472,0.291422116,0.243420506,0.29828706,0.204803023,0.124418276,0.139743172,0.203013183,0.201058344,0.138271917,0.172967561
708,0.255850104,0.199492545,0.14977212,0.159240255,0.262066359,0.208897861,0.218637884,0.245583989,0.33390585,0.249799077,0.245054018,0.260910968,0.128497992,0.177452845,0.148106003,0.219810882,0.111733107,0.192112241,0.132087615,0.390787637,0.283403674,0.225303501,0.282460426,0.194964369,0.113347973,0.125167077,0.185854719,0.191814466,0.125418043,0.152720644
712,0.238309684,0.192425531,0.140012294,0.140029187,0.233864233,0.197794512,0.201620938,0.231653168,0.310656902,0.234901507,0.232893419,0.248861104,0.115032527,0.155921283,0.136059554,0.209773168,0.102813289,0.180745607,0.121800489,0.365790868,0.264527004,0.206119635,0.266593121,0.186738293,0.105328615,0.113793799,0.16401705,0.182259673,0.116389705,0.133892006
716,0.225689975,0.182743438,0.130126592,0.12227623,0.207509959,0.184593174,0.18553653,0.219780259,0.291248248,0.222607674,0.220020278,0.233988532,0.10507553,0.135943723,0.12234185,0.2039857,0.092111778,0.167239329,0.11411734,0.337631817,0.235358364,0.180726159,0.250216686,0.182392396,0.098710544,0.112000392,0.143845742,0.176944393,0.109876295,0.116568107
720,0.213830742,0.170372953,0.121502853,0.105769307,0.180935717,0.170309583,0.168825632,0.204694347,0.274853091,0.213305331,0.207322598,0.220343954,0.096968815,0.117475337,0.112294081,0.194034516,0.079672402,0.153687749,0.108176293,0.308484501,0.204281779,0.15555525,0.236742511,0.174151147,0.097620265,0.106825858,0.125561322,0.168335605,0.109239852,0.10017501
724,0.202902232,0.155529556,0.110657402,0.096483863,0.162351639,0.155617859,0.155538544,0.191747384,0.263229997,0.200099309,0.192947945,0.208553197,0.095059504,0.101035981,0.104822199,0.180095733,0.067667914,0.141347294,0.107880222,0.28019236,0.175457297,0.131830441,0.222740835,0.162623354,0.090140811,0.102416108,0.112921401,0.156987322,0.101327081,0.085610395
728,0.193226726,0.137604928,0.09816705,0.084018559,0.146117859,0.140780004,0.145795422,0.180742956,0.246997104,0.183367085,0.184771377,0.19746372,0.087888671,0.087937783,0.098582985,0.163355318,0.055310272,0.126038688,0.100481388,0.264327104,0.149472773,0.109704315,0.206632702,0.148220643,0.077968266,0.097085093,0.095735683,0.143159951,0.087666114,0.078449194
732,0.184660472,0.117878216,0.085259313,0.070760304,0.133565511,0.128790173,0.140020364,0.171492038,0.227620616,0.164317979,0.173852403,0.187805527,0.076204661,0.083334921,0.092714864,0.143805836,0.046927898,0.109464212,0.087364764,0.24686713,0.127077288,0.092063139,0.193662597,0.130999285,0.062200514,0.096088836,0.077038562,0.12763004,0.069884897,0.069749927
736,0.176327575,0.098435268,0.072171658,0.058942919,0.123591154,0.115866453,0.134876549,0.163323404,0.20603095,0.143008957,0.1604763,0.179127073,0.060782185,0.077650054,0.087719481,0.123431075,0.041600204,0.092056807,0.069684162,0.233179487,0.107902127,0.080077268,0.182790428,0.11140148,0.043764027,0.086738031,0.059530246,0.110180717,0.049114779,0.061693619
740,0.168294679,0.08015845,0.060574106,0.043061633,0.124507393,0.102040446,0.126829217,0.156415274,0.183730517,0.122334228,0.145869958,0.171927906,0.042804992,0.065525879,0.087523565,0.102518331,0.041612901,0.076643306,0.048901635,0.224747504,0.095049099,0.07381926,0.17829306,0.093092636,0.027912197,0.07501711,0.045432586,0.092922411,0.031021629,0.048913376
744,0.160285538,0.067652328,0.05133617,0.027035881,0.118350419,0.09049011,0.116411081,0.150441497,0.161875129,0.103167664,0.130975325,0.166209374,0.027504247,0.051259261,0.079798778,0.082847274,0.038719362,0.064695747,0.030460089,0.216516125,0.089260532,0.073188133,0.170347292,0.076635465,0.013618667,0.060346335,0.02890319,0.075376111,0.014760989,0.034923765
748,0.151542392,0.061126983,0.04281003,0.011031386,0.097135337,0.078946888,0.102144037,0.147389308,0.140271753,0.084900292,0.114790557,0.159891967,0.013393709,0.034623075,0.06946564,0.070637918,0.034228115,0.053916849,0.012406613,0.206497361,0.095822497,0.070994588,0.159183785,0.067472061,0.000803469,0.043514787,0.013683626,0.065448404,0.000431001,0.019894993
752,0.144679124,0.060568437,0.038339431,0.00111077,0.08527108,0.06720335,0.090107793,0.139100999,0.117753673,0.074372194,0.098887091,0.154938194,0.000637398,0.021673934,0.055581433,0.063680729,0.028233966,0.045028901,0.000911865,0.19411676,0.090417799,0.072597466,0.143782165,0.061531129,0.004930095,0.02511369,0.000141979,0.061081084,0.00574378,0.009456771
756,0.137818928,0.059762405,0.038592089,0.004424294,0.070242607,0.056288721,0.078609057,0.128361905,0.104637257,0.06863588,0.085210656,0.143180041,0.004852638,0.01064403,0.038298129,0.063974097,0.020905702,0.03847292,0.005324904,0.177448232,0.07853358,0.066474477,0.126760357,0.062438899,0.005517371,0.011788706,0.005421813,0.060997384,0.005873367,0.001656376
760,0.127205897,0.059443044,0.038280848,0.005319016,0.050806874,0.050214269,0.066282195,0.113111124,0.096996046,0.068179645,0.075438298,0.13101809,0.005368061,0.001638823,0.024315693,0.061935625,0.013128639,0.036377009,0.00583641,0.157519276,0.060573292,0.058795385,0.111798977,0.061932898,0,0.001659726,0.005323398,0.060589747,0,0.003557964
764,0.113850608,0.060485359,0.033950651,0,0.035476651,0.042986122,0.05823158,0.098523204,0.097166914,0.067466036,0.067475231,0.116420364,0,0.003919451,0.012085269,0.062453499,0.006492015,0.039492853,0,0.135410648,0.044851123,0.048276116,0.095962562,0.061514111,0,0.004282041,0,0.061566541,0,0.004525142
768,0.101908807,0.064421508,0.027612832,0,0.021639333,0.035769891,0.056339865,0.086451041,0.092223246,0.067417188,0.068918489,0.102612929,0,0.004728569,0.002134952,0.062641936,0.00046061,0.037444038,0,0.11791028,0.029127012,0.035463099,0.079171858,0.063862476,0,0.005543935,0,0.061640598,0,0
772,0.091185134,0.062200366,0.020110747,0,0.01158076,0.029830947,0.052816383,0.07695292,0.088814452,0.071379281,0.068248439,0.090862504,0,0,0.004332275,0.066409044,0.002258769,0.032786136,0,0.104662698,0.014687857,0.023129726,0.071124867,0.060048686,0,0,0,0.061275647,0,0
776,0.081005968,0.055790701,0.011868597,0,0.006555251,0.021607947,0.049081071,0.069433716,0.090601445,0.068275472,0.067319122,0.079939666,0,0,0.005245028,0.064369158,0.002601998,0.025675262,0,0.100186377,0.002269254,0.011664384,0.069020798,0.051772908,0,0,0,0.062554298,0,0
780,0.07180102,0.045908004,0.005571923,0,0.009279785,0.012862156,0.040183017,0.06404856,0.085332527,0.061176519,0.069598342,0.071230834,0,0,0,0.05719205,0,0.018920768,0,0.09229093,0.004860467,0.002181432,0.072929979,0.042179971,0,0,0,0.058868087,0,0
784,0.069960399,0.033566237,0.000932969,0,0.001898138,0.006196948,0.029479465,0.065324904,0.074595085,0.050537632,0.065874463,0.06862305,0,0,0,0.047132715,0,0.012553018,0,0.078584384,0.006152464,0.00411111,0.076039569,0.031091219,0,0,0,0.050545059,0,0
788,0.065623928,0.021781791,0.00236715,0,0.007592551,0.00106494,0.017787971,0.065143521,0.060012691,0.037668576,0.057164467,0.063863512,0,0,0,0.035070357,0,0.006334717,0,0.063113326,0,0.004777914,0.072449131,0.019508634,0,0,0,0.040635846,0,0
792,0.061045193,0.010859621,0.002404576,0,0,0.002396313,0.008785553,0.057477701,0.042978819,0.024436201,0.046042513,0.059061385,0,0,0,0.022167342,0,0.001097969,0,0.047460818,0,0,0.062947515,0.008230268,0,0,0,0.029320373,0,0
796,0.049602252,0.001926915,0,0,0,0.002779884,0.001641548,0.046439852,0.027433807,0.011300706,0.032627661,0.047636612,0,0,0,0.010753915,0,0.002144793,0,0.030654012,0,0,0.051362524,0.000927272,0,0,0,0.017296566,0,0
800,0.035527387,0.003980865,0,0,0,0,0.003246406,0.032880059,0.013161939,0.000940461,0.020456866,0.033766957,0,0,0,0.001147613,0,0.002611902,0,0.014235372,0,0,0.038144653,0.003152209,0,0,0,0.008337772,0,0
804,0.021472701,0.004377088,0,0,0,0,0.003794567,0.019347134,0.002566582,0.004025772,0.00844746,0.019966796,0,0,0,0.003556477,0,0,0,0.000397222,0,0,0.023133237,0.003849822,0,0,0,0.001400247,0,0
808,0.010522494,0,0,0,0,0,0,0.009077584,0.005029232,0.004665873,0.000864649,0.009508543,0,0,0,0.004508498,0,0,0,0.005478123,0,0,0.009347564,0,0,0,0,0.003246077,0,0
812,0.002032899,0,0,0,0,0,0,0.001336981,0.005666668,0,0.003379695,0.001488328,0,0,0,0,0,0,0,0.005595025,0,0,0.000720737,0,0,0,0,0.003680495,0,0
816,0.003462607,0,0,0,0,0,0,0.003345142,0,0,0.00403129,0.00370493,0,0,0,0,0,0,0,0,0,0,0.003929741,0,0,0,0,0,0,0
820,0.004859189,0,0,0,0,0,0,0.004191134,0,0,0,0.004236558,0,0,0,0,0,0,0,0,0,0,0.004402021,0,0,0,0,0,0,0
824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002594751,0,0,0,0,0,0,0,0,0,0,0,0,0
908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002378287,0,0,0,0,0,0,0,0,0,0,0,0,0
912,0,0,0,0,0,0.002692445,0,0,0,0,0,0,0.005459433,0.005303326,0,0,0.000629981,0,0,0,0,0,0,0,0,0,0,0,0.006074195,0.004465307
916,0,0,0,0,0,0.002237615,0,0,0,0,0,0,0.00604469,0.004950925,0,0,0.005685002,0,0,0,0,0,0,0,0.007087827,0,0,0,0.005338013,0.004394632
920,0,0.004156747,0.002654324,0.006098711,0.00806975,0.000479609,0.003426784,0,0,0,0,0,0.000161304,0.000654291,0,0,0.011748371,0,0.007343657,0,0.00637226,0.006435934,0,0.004811951,0.008118939,0,0.005917633,0,3.55E-05,0.001034976
924,0,0.00436189,0.002806704,0.006798781,0.009272439,0.005112202,0.004187314,0,0.005882568,0.004944155,0,0,0.009211527,0.004610127,0.005919847,0.004823812,0.017050818,0.003171226,0.007658262,0,0.006721509,0.006680488,0,0.004692114,0.000877525,0.005521616,0.006608958,0.004684242,0.008725157,0.003023573
928,0.004395984,0.000952861,0.00046548,0.000871902,0.0012425,0.008423064,0.001177003,0,0.006791114,0.00571579,0,0,0.020521807,0.019213231,0.006448764,0.004994082,0.026380029,0.004020979,0.00279516,0.006477316,0.000340653,0.005088898,0,0.001122859,0.008810356,0.006318095,0.000641665,0.005426456,0.020182286,0.015749719
932,0.004521215,0.002351406,0.002079966,0.00651253,0.013966126,0.01756586,0.002161652,0.00488046,0.000619036,0.001267632,0.005458108,0.004195446,0.042868384,0.045626848,0.000190796,0.001104932,0.038742327,0.002574134,0.00687683,0.007232661,0.010244639,0.006996015,0,0.003614752,0.030787423,0.000682987,0.009834328,0.005413649,0.044260956,0.039699133
936,0.001712869,0.014501779,0.009509653,0.025178501,0.035598324,0.029671104,0.014099427,0.005444386,0.006320469,0.004355881,0.0056892,0.004688625,0.076199264,0.080562792,0.009883815,0.003775621,0.054111956,0.003883626,0.03137701,0.006557028,0.028234381,0.031634277,0.006053601,0.017728848,0.065309319,0.008786785,0.023334118,0.004697295,0.08086388,0.072026322
940,0.002411848,0.037919591,0.022050392,0.055465752,0.071821659,0.047286693,0.033486772,0.005216778,0.024641685,0.02035479,0.000608122,0.000895875,0.119134023,0.123127144,0.022428282,0.018237068,0.072311306,0.015374008,0.070111591,0.007020341,0.050620432,0.066429795,0.006056639,0.043429135,0.111023404,0.02096799,0.049217055,0.024927358,0.128288134,0.112076094
944,0.017776333,0.069591921,0.040937872,0.09650733,0.120360789,0.068694562,0.061696815,0.005465951,0.053812439,0.048062617,0.006052511,0.007296182,0.169245002,0.171370017,0.047373087,0.044179692,0.092874804,0.033303041,0.121410353,0.031456262,0.085730167,0.110175658,0.00036641,0.077170583,0.165419665,0.045719445,0.086625179,0.052861265,0.183961662,0.158004731
948,0.04176064,0.108904429,0.065301762,0.146304096,0.178038909,0.094842982,0.094793287,0.024621117,0.095558374,0.083528114,0.022399462,0.016081863,0.222613843,0.221821657,0.084019466,0.07848942,0.122851457,0.056491888,0.181957919,0.069703126,0.131749703,0.161234131,0.006578944,0.118047293,0.224664913,0.082398946,0.133431993,0.088450278,0.243189394,0.206844357
952,0.075745385,0.154350916,0.094879799,0.201970925,0.240551563,0.124645616,0.131497157,0.054159385,0.143004548,0.125693045,0.049757936,0.03399068,0.274739809,0.270326478,0.130865708,0.120334481,0.159857059,0.085022293,0.247861863,0.118890914,0.185715576,0.216736029,0.024058142,0.164076896,0.284425331,0.12939962,0.186730219,0.130711241,0.3006169,0.254916789
956,0.115280381,0.20269742,0.129740144,0.258748357,0.30222991,0.16425563,0.170008691,0.090346828,0.193916752,0.172530029,0.084050205,0.063135367,0.332626822,0.323992263,0.184416017,0.167414078,0.203557446,0.118694772,0.31269447,0.177124738,0.24319355,0.272401932,0.054686045,0.212029886,0.337706317,0.183424375,0.241753962,0.177153577,0.364077647,0.307613316
960,0.159422702,0.250417838,0.166625438,0.311717275,0.357976445,0.208534641,0.208073872,0.133016648,0.24587805,0.22132923,0.124814942,0.098378449,0.39041498,0.375077806,0.24112927,0.217043204,0.251623971,0.154529344,0.370077328,0.241219932,0.299343328,0.322851946,0.0927903,0.258553485,0.395322349,0.240951236,0.293708408,0.225059158,0.42391304,0.358139823
964,0.204353236,0.301648748,0.212017947,0.368141771,0.418105132,0.258165101,0.249627564,0.178828528,0.292930788,0.267116675,0.169073391,0.13778105,0.44062414,0.420912289,0.29409671,0.263817765,0.30480251,0.191976355,0.428708875,0.306170462,0.362420894,0.377319065,0.136262894,0.309231992,0.44908463,0.295369847,0.349600861,0.268771499,0.475919861,0.404048921
968,0.245265215,0.349106883,0.263068064,0.420048219,0.47415733,0.312577492,0.290992177,0.223409185,0.34314131,0.31668946,0.213505422,0.178885701,0.483897962,0.468025211,0.350603903,0.313561925,0.368326817,0.235181718,0.477721784,0.366656487,0.424145696,0.427979964,0.182638518,0.356119703,0.493076992,0.352952566,0.401542621,0.31335766,0.51958449,0.45124997
972,0.287937059,0.390217664,0.319740182,0.463200151,0.521173425,0.377641849,0.329093996,0.262008885,0.390355049,0.36425967,0.25276631,0.217492698,0.526955786,0.513743965,0.402961647,0.359251287,0.437600184,0.284297812,0.518517951,0.429853489,0.479483406,0.482333651,0.227366962,0.397727171,0.537071752,0.407075497,0.445206732,0.353316077,0.562443616,0.497639928
976,0.324133497,0.431637281,0.390360737,0.505694025,0.558527731,0.451669151,0.370017011,0.300018111,0.427557065,0.405297073,0.293687485,0.258583014,0.565324645,0.553346782,0.444185129,0.398009157,0.514187737,0.345259138,0.5579114,0.487156075,0.528688624,0.536978196,0.264526892,0.439820553,0.576862494,0.451463546,0.480368944,0.394322802,0.599508863,0.539171739
980,0.356879199,0.473028046,0.468264281,0.545975733,0.59570806,0.531252799,0.410171465,0.33365705,0.46819521,0.450125289,0.330716221,0.298036099,0.601065784,0.590119635,0.477772994,0.439253134,0.592025243,0.413802469,0.594591191,0.546576615,0.570626455,0.589429172,0.304149236,0.48114292,0.614033003,0.489322732,0.517299784,0.434460997,0.632929899,0.578821329
984,0.395024471,0.512797586,0.551004641,0.585472891,0.630543593,0.610050302,0.44988991,0.371601886,0.509941465,0.495948506,0.361152693,0.333030043,0.636327662,0.625768515,0.513442497,0.481261024,0.666881405,0.489249336,0.630960815,0.601094472,0.614345864,0.641081614,0.338120987,0.518622606,0.650414047,0.530230002,0.553781344,0.473445738,0.66513554,0.618145054
