wavenumber,Std_1,Std_2,Std_3,Std_4,Std_5,Std_6,Std_7,Std_8,Std_9,Std_10,Std_11,Std_12,Std_13,Std_14,Std_15,Std_16,Std_17,Std_18,Std_19,Std_20,Std_21,Std_22,Std_23,Std_24,Std_25,Std_26,Std_27,Std_28,Std_29,Std_30
1388,0.03532,0.0406,0.02811,0.06736,0.01835,0.0228,0.04467,0.03591,0.0774,0.06049,0.0338,0.03575,0.03376,0.03329,0.04449,0.03125,0.04216,0.01128,0.04229,0.02596,0.03889,0.04797,0.02432,0.05898,0.04249,0.06034,0.03217,0.06866,0.03295,0.05608
1396,0.03511,0.0405,0.02744,0.06735,0.01828,0.02202,0.04355,0.03538,0.0789,0.06135,0.033,0.03522,0.03347,0.03305,0.04464,0.03107,0.04089,0.01064,0.04227,0.02555,0.03933,0.0482,0.02392,0.05811,0.04223,0.06024,0.03176,0.06819,0.03275,0.05593
1404,0.03651,0.04203,0.02929,0.06909,0.01919,0.02341,0.04405,0.03622,0.08279,0.06408,0.03355,0.03601,0.03413,0.03416,0.04611,0.03226,0.04327,0.01138,0.04356,0.02766,0.0412,0.0507,0.02428,0.05923,0.04326,0.06211,0.03264,0.07045,0.03369,0.05757
1412,0.03748,0.04305,0.03088,0.0702,0.0198,0.02463,0.044,0.03685,0.08582,0.0665,0.03387,0.03658,0.03444,0.03468,0.04719,0.03328,0.04537,0.012,0.0444,0.02963,0.04263,0.05306,0.02448,0.05968,0.04396,0.06342,0.03315,0.07244,0.03412,0.05846
1419,0.03722,0.04249,0.03132,0.06878,0.01984,0.02499,0.04168,0.03597,0.08659,0.06703,0.03255,0.03546,0.03357,0.03414,0.04644,0.03304,0.046,0.01221,0.04358,0.03063,0.04309,0.05416,0.02372,0.05698,0.04307,0.06236,0.0324,0.07177,0.03353,0.05732
1427,0.03478,0.03986,0.03029,0.06422,0.01876,0.02413,0.03638,0.03263,0.08308,0.06454,0.02878,0.03146,0.03089,0.03179,0.04334,0.0309,0.04431,0.0114,0.04087,0.02983,0.04118,0.05274,0.02092,0.05109,0.04001,0.05832,0.02972,0.06683,0.03108,0.05345
1435,0.03146,0.03622,0.02814,0.05822,0.01723,0.02276,0.03101,0.02927,0.07646,0.05953,0.02473,0.02702,0.0278,0.02888,0.03932,0.0281,0.04122,0.01056,0.03728,0.02897,0.03806,0.04894,0.01801,0.04473,0.03627,0.05268,0.02671,0.06041,0.02815,0.04853
1442,0.0279,0.03223,0.02617,0.05191,0.01536,0.02188,0.02664,0.02592,0.06664,0.052,0.02142,0.02343,0.02504,0.02617,0.03497,0.02506,0.03835,0.01,0.03354,0.02806,0.0338,0.04358,0.01555,0.03917,0.03262,0.04668,0.02391,0.05345,0.02543,0.04339
1450,0.02495,0.02895,0.02485,0.0467,0.01335,0.021,0.02381,0.024,0.05702,0.04466,0.01908,0.02084,0.02244,0.02362,0.03138,0.02237,0.0363,0.00944,0.03025,0.0265,0.02964,0.03812,0.0138,0.03567,0.02943,0.04209,0.02139,0.04782,0.02306,0.03916
1458,0.02141,0.02543,0.02317,0.04082,0.01143,0.01953,0.02107,0.02106,0.04801,0.0376,0.01693,0.01861,0.01979,0.02109,0.02694,0.01941,0.0333,0.00907,0.02677,0.02402,0.02561,0.03332,0.01206,0.03208,0.0259,0.03685,0.01906,0.04209,0.02043,0.03443
1466,0.01678,0.02043,0.01959,0.03338,0.00939,0.01667,0.01696,0.01622,0.03799,0.02949,0.01367,0.01583,0.01597,0.01727,0.02155,0.01551,0.0274,0.00755,0.02195,0.01937,0.02092,0.02772,0.00922,0.02774,0.02116,0.02959,0.01534,0.03359,0.01684,0.02789
1473,0.01084,0.01414,0.01477,0.02351,0.00688,0.01224,0.0084,0.00857,0.02629,0.01979,0.00715,0.00908,0.01146,0.01233,0.01428,0.01026,0.01945,0.00559,0.01577,0.01185,0.01508,0.02003,0.0048,0.01743,0.015,0.02019,0.01063,0.02288,0.01215,0.01975
1481,0.00669,0.00973,0.01168,0.01582,0.00565,0.00967,0.00223,0.00349,0.0195,0.01337,0.00235,0.00246,0.00863,0.00933,0.00959,0.00632,0.01471,0.00452,0.01158,0.00746,0.01169,0.01529,0.00166,0.00683,0.0109,0.01337,0.00757,0.01523,0.00916,0.01453
1496,0.00608,0.0092,0.01184,0.01542,0.0069,0.0116,0.00253,0.00268,0.0242,0.0148,0.00194,0.00137,0.00957,0.01077,0.00908,0.00599,0.01486,0.00473,0.01169,0.01566,0.01457,0.01663,0.00114,0.00672,0.01104,0.01168,0.00757,0.01361,0.00962,0.015
1504,0.00801,0.0111,0.01297,0.0193,0.00822,0.01397,0.0056,0.00445,0.03098,0.01905,0.00396,0.00331,0.0116,0.01313,0.01154,0.00783,0.01522,0.00496,0.01374,0.02088,0.01806,0.02001,0.00232,0.01124,0.01326,0.01423,0.00893,0.0165,0.0114,0.01808
1512,0.01088,0.0141,0.01528,0.02548,0.01005,0.0172,0.00921,0.00677,0.04016,0.02503,0.00619,0.00574,0.01436,0.01642,0.01512,0.01057,0.01697,0.00555,0.01695,0.02729,0.02267,0.02427,0.00399,0.01737,0.01623,0.01877,0.0109,0.02096,0.01379,0.02239
1520,0.01315,0.01656,0.01701,0.03004,0.01134,0.01946,0.01157,0.00875,0.04776,0.03,0.00767,0.00729,0.0165,0.01903,0.01807,0.01288,0.01876,0.006,0.01979,0.03092,0.02608,0.02798,0.00492,0.0215,0.01881,0.0222,0.01254,0.02481,0.01584,0.026
1527,0.01689,0.02073,0.01903,0.03665,0.01367,0.02208,0.01644,0.01241,0.05855,0.0371,0.01105,0.01079,0.02009,0.02244,0.02267,0.01585,0.02206,0.0068,0.02395,0.03473,0.03077,0.03341,0.00744,0.02756,0.0229,0.02821,0.01559,0.03133,0.01902,0.03163
1535,0.02125,0.02557,0.02084,0.04385,0.01634,0.02465,0.02216,0.01689,0.07128,0.04571,0.01508,0.01487,0.02398,0.02644,0.02822,0.01929,0.02573,0.00775,0.02918,0.03815,0.03593,0.04004,0.01023,0.03449,0.02805,0.03526,0.01926,0.03945,0.02292,0.03821
1543,0.02606,0.03136,0.02237,0.0522,0.01903,0.02608,0.02847,0.02181,0.0853,0.05543,0.01949,0.01933,0.02836,0.03075,0.03457,0.02302,0.02898,0.00831,0.03476,0.04035,0.04142,0.0466,0.01362,0.04141,0.03373,0.04353,0.02328,0.04885,0.02729,0.04568
1550,0.03126,0.03722,0.02351,0.06143,0.02204,0.02655,0.03511,0.02733,0.09951,0.06514,0.02421,0.02437,0.03299,0.03508,0.04116,0.02699,0.03204,0.00898,0.04094,0.04143,0.04692,0.05377,0.01732,0.04896,0.03973,0.05269,0.0278,0.05896,0.03191,0.05363
1558,0.03646,0.04326,0.02405,0.07136,0.02472,0.0259,0.04193,0.03318,0.11294,0.07464,0.02904,0.02944,0.0373,0.03958,0.0482,0.03119,0.03413,0.00916,0.04691,0.04158,0.05179,0.06037,0.02142,0.05683,0.0456,0.06254,0.03218,0.06948,0.03631,0.06186
1566,0.0445,0.0523,0.02517,0.08587,0.0289,0.02623,0.05306,0.04254,0.13349,0.08887,0.0375,0.03781,0.04408,0.04674,0.05818,0.03782,0.03765,0.01013,0.0559,0.04453,0.06031,0.07101,0.02768,0.06905,0.05508,0.07682,0.03947,0.08597,0.0432,0.07421
1574,0.05252,0.06119,0.02653,0.10119,0.03246,0.02694,0.06474,0.05216,0.15094,0.10216,0.04622,0.04707,0.05059,0.05372,0.06834,0.04469,0.04136,0.01088,0.06458,0.04847,0.06797,0.08041,0.0343,0.08279,0.06404,0.09116,0.04639,0.10237,0.04985,0.0859
1581,0.06174,0.07044,0.02896,0.1176,0.03553,0.0287,0.07821,0.06343,0.16608,0.11545,0.05695,0.05842,0.05709,0.06113,0.07895,0.05277,0.04623,0.012,0.0733,0.05487,0.07529,0.08975,0.04175,0.09948,0.07303,0.10611,0.05368,0.12022,0.05639,0.0978
1589,0.06878,0.07714,0.03214,0.13055,0.03689,0.03102,0.08931,0.07243,0.17321,0.12384,0.06593,0.0688,0.06147,0.06649,0.08686,0.05931,0.05161,0.01317,0.07909,0.0611,0.07969,0.09526,0.04805,0.11389,0.07907,0.1173,0.05891,0.13371,0.06084,0.1059
1597,0.07249,0.08014,0.0356,0.13649,0.03673,0.03371,0.09575,0.0779,0.17184,0.12603,0.07207,0.07596,0.06281,0.06891,0.0904,0.06329,0.05676,0.01434,0.08109,0.06649,0.08041,0.09664,0.05224,0.12308,0.08119,0.12258,0.06123,0.13975,0.06228,0.10895
1604,0.07225,0.07911,0.0389,0.1358,0.03518,0.03635,0.09642,0.07865,0.16363,0.12232,0.0735,0.07858,0.06128,0.06823,0.08925,0.06418,0.0611,0.01523,0.07925,0.07016,0.07805,0.09406,0.05293,0.1255,0.07953,0.12134,0.06026,0.13803,0.06079,0.10655
1612,0.06935,0.07581,0.04265,0.13098,0.03295,0.03989,0.09358,0.07638,0.15273,0.11563,0.07214,0.07793,0.05798,0.06597,0.08534,0.06305,0.06525,0.01626,0.07548,0.07376,0.07457,0.08964,0.0516,0.12399,0.07547,0.11643,0.05729,0.13184,0.05771,0.10127
1620,0.06591,0.07173,0.04691,0.12475,0.03077,0.04453,0.08904,0.0724,0.14219,0.10836,0.06919,0.07541,0.05423,0.06313,0.08059,0.06127,0.06945,0.01751,0.07091,0.07691,0.07088,0.08515,0.04895,0.12038,0.07077,0.11028,0.05385,0.12453,0.05396,0.095
1628,0.06194,0.06773,0.04971,0.11813,0.02836,0.04696,0.08253,0.0672,0.13207,0.10138,0.06472,0.07094,0.05055,0.05988,0.07607,0.05869,0.0722,0.01792,0.06639,0.07806,0.06694,0.0804,0.04579,0.114,0.06596,0.1042,0.04991,0.11698,0.05033,0.08864
1635,0.05811,0.0636,0.05045,0.11095,0.02617,0.04672,0.07552,0.06162,0.12226,0.09387,0.05975,0.06579,0.04722,0.05652,0.07144,0.05531,0.07264,0.01785,0.06224,0.07672,0.06266,0.07565,0.04243,0.10626,0.06135,0.09803,0.04646,0.10942,0.04709,0.08267
1643,0.05348,0.05915,0.04961,0.1024,0.02434,0.04509,0.06844,0.05621,0.11231,0.08627,0.05479,0.05995,0.04344,0.05267,0.06606,0.05166,0.07132,0.0173,0.05758,0.07385,0.05821,0.0706,0.03885,0.09752,0.05668,0.0907,0.0427,0.10129,0.0435,0.07606
1651,0.04857,0.05425,0.04731,0.09375,0.02246,0.04286,0.06179,0.0509,0.10301,0.07865,0.0501,0.05443,0.0398,0.04865,0.0603,0.04764,0.0676,0.01673,0.0528,0.06929,0.05385,0.06528,0.03544,0.08837,0.05207,0.08306,0.03925,0.09245,0.03975,0.06941
1658,0.04266,0.0475,0.04314,0.08238,0.01988,0.03925,0.05337,0.04412,0.09074,0.0688,0.04382,0.04751,0.03464,0.04339,0.05285,0.0421,0.06142,0.01504,0.04645,0.06238,0.04789,0.05847,0.03088,0.07765,0.04569,0.07289,0.03418,0.08084,0.03485,0.06049
1666,0.03633,0.04064,0.03791,0.07113,0.01742,0.03411,0.04527,0.03727,0.07882,0.05905,0.03749,0.04047,0.02957,0.03794,0.04512,0.03627,0.05383,0.01295,0.03988,0.05462,0.04187,0.05121,0.02626,0.06675,0.03923,0.06277,0.02902,0.06886,0.02983,0.05161
1674,0.02984,0.03366,0.03261,0.05971,0.01519,0.02874,0.03733,0.03055,0.06721,0.04946,0.03126,0.03362,0.02475,0.03257,0.03739,0.03035,0.04561,0.01112,0.03336,0.04631,0.03608,0.04403,0.02183,0.05567,0.03308,0.05247,0.02416,0.05715,0.02505,0.04289
1682,0.02341,0.02703,0.02721,0.04885,0.01234,0.02348,0.02957,0.02372,0.05575,0.04038,0.02484,0.02684,0.01984,0.0271,0.02996,0.02419,0.03731,0.00867,0.02725,0.03713,0.03,0.03652,0.01731,0.04519,0.0267,0.04272,0.01899,0.04566,0.02012,0.03458
1689,0.01851,0.02179,0.02343,0.04008,0.01121,0.01965,0.02429,0.01873,0.04671,0.03349,0.02042,0.02192,0.01664,0.02322,0.02398,0.01931,0.03111,0.00772,0.02247,0.02943,0.02559,0.03113,0.01404,0.03683,0.02236,0.03477,0.01571,0.03676,0.01685,0.02815
1697,0.01536,0.01875,0.02033,0.03495,0.0106,0.01687,0.02188,0.01636,0.04134,0.0301,0.01834,0.01909,0.01495,0.02124,0.0206,0.01634,0.02642,0.00729,0.01991,0.02341,0.0231,0.02789,0.01248,0.03171,0.02041,0.02983,0.01424,0.0318,0.01521,0.02478
1705,0.01401,0.0174,0.01744,0.0333,0.00973,0.01359,0.02106,0.01484,0.03762,0.02818,0.01705,0.01791,0.01447,0.0202,0.01915,0.01427,0.02222,0.00577,0.01874,0.0185,0.02102,0.02554,0.01161,0.02974,0.01933,0.02808,0.01319,0.02941,0.01465,0.02336
1712,0.01472,0.01832,0.01651,0.0346,0.01032,0.01304,0.02323,0.01595,0.03809,0.02874,0.01848,0.01914,0.01557,0.02135,0.0204,0.01484,0.02098,0.0059,0.0199,0.01761,0.02141,0.02631,0.01242,0.03196,0.0207,0.02932,0.01446,0.03106,0.01573,0.02508
1720,0.01585,0.02005,0.01687,0.03657,0.0111,0.01288,0.02576,0.01777,0.03992,0.02965,0.02055,0.02093,0.01704,0.02294,0.02207,0.01636,0.0213,0.00657,0.02139,0.01828,0.02255,0.02747,0.01367,0.03459,0.02251,0.03147,0.01619,0.03393,0.01715,0.02705
1728,0.01556,0.01953,0.01636,0.0359,0.01046,0.01255,0.02564,0.01724,0.03906,0.02834,0.02039,0.02078,0.01607,0.02254,0.02185,0.016,0.0205,0.00601,0.02058,0.01763,0.02193,0.02705,0.01345,0.03487,0.02174,0.03098,0.01565,0.03323,0.0165,0.02642
1736,0.01522,0.01889,0.01671,0.03343,0.01081,0.01293,0.02527,0.01722,0.03878,0.02694,0.02056,0.02051,0.01558,0.02203,0.02081,0.01572,0.02139,0.00702,0.01974,0.018,0.02189,0.02702,0.01358,0.03335,0.02089,0.02956,0.0157,0.03218,0.01589,0.02509
1743,0.01238,0.01528,0.01495,0.02747,0.00873,0.01112,0.02063,0.01353,0.03394,0.02239,0.01685,0.01712,0.01208,0.01872,0.01706,0.01258,0.01879,0.0053,0.01592,0.01533,0.01871,0.0233,0.01111,0.02817,0.01636,0.02455,0.01197,0.02583,0.01258,0.02023
1751,0.00956,0.0119,0.01405,0.0206,0.00816,0.01045,0.01647,0.01096,0.03024,0.0163,0.0141,0.01397,0.00979,0.01602,0.01314,0.00976,0.01745,0.00541,0.01243,0.01386,0.01689,0.02067,0.00919,0.02185,0.01293,0.019,0.00958,0.02004,0.00983,0.01546
1759,0.00695,0.00835,0.0128,0.01442,0.00709,0.00984,0.01238,0.00805,0.0261,0.01117,0.01105,0.01074,0.00698,0.01338,0.00929,0.00698,0.01541,0.00489,0.00882,0.01212,0.01445,0.01783,0.00725,0.01622,0.00923,0.01387,0.00678,0.01427,0.00681,0.01091
1766,0.00496,0.00572,0.01202,0.01009,0.00644,0.00952,0.00931,0.00596,0.02308,0.00768,0.00861,0.00837,0.0052,0.01177,0.00639,0.00488,0.0134,0.00458,0.00627,0.01056,0.01282,0.01587,0.00546,0.01186,0.0066,0.00958,0.00483,0.01001,0.00491,0.00753
1774,0.00304,0.00407,0.0117,0.00689,0.00609,0.00874,0.00691,0.00432,0.02125,0.00529,0.0068,0.00614,0.00364,0.01062,0.00449,0.00345,0.01141,0.00452,0.00438,0.00913,0.01173,0.01417,0.00439,0.00824,0.00456,0.00696,0.00336,0.00709,0.00343,0.0053
1782,0.00217,0.00254,0.01127,0.00435,0.00557,0.00862,0.00467,0.00282,0.01959,0.00324,0.00499,0.00437,0.0025,0.00958,0.00274,0.00213,0.00945,0.00426,0.00283,0.00774,0.01069,0.01326,0.003,0.00563,0.00296,0.00436,0.00222,0.00433,0.00211,0.00327
1790,0.00112,0.00102,0.01081,0.00211,0.00512,0.00833,0.00254,0.0014,0.01806,0.00142,0.00341,0.00253,0.00139,0.00879,0.00133,0.00092,0.00785,0.00392,0.00128,0.00685,0.01012,0.01255,0.00179,0.00292,0.0016,0.002,0.00097,0.00222,0.001,0.00163
1797,0.00023,0.00026,0.01096,0.00048,0.005,0.00821,0.00083,0.00032,0.01746,0.00037,0.00195,0.00092,0.00064,0.00837,0.00027,0.00025,0.00698,0.00402,0.00037,0.00643,0.00952,0.01193,0.00086,0.00056,0.00043,0.00055,0.00028,0.00073,0.00024,0.00057
