wavenumber,intensity
600.2353,0.2687953
600.7174,0.2684591
601.1995,0.2681872
601.6816,0.2679871
602.1638,0.26782
602.6459,0.2676262
603.128,0.2673686
603.6101,0.2670582
604.0922,0.2667542
604.5743,0.2665288
605.0565,0.2664276
605.5386,0.2664386
606.0207,0.2664949
606.5028,0.2665016
606.9849,0.2663807
607.467,0.2661094
607.9492,0.2657228
608.4313,0.2652917
608.9134,0.2648784
609.3955,0.2645122
609.8776,0.2641777
610.3597,0.2638383
610.8419,0.2634653
611.324,0.2630649
611.8061,0.2626758
612.2882,0.2623497
612.7703,0.2621138
613.2524,0.2619507
613.7346,0.2617988
614.2167,0.2615846
614.6988,0.2612573
615.1809,0.2608168
615.663,0.2603138
616.1451,0.2598271
616.6273,0.2594238
617.1094,0.2591253
617.5915,0.2589034
618.0736,0.2586997
618.5557,0.2584648
619.0378,0.2581806
619.52,0.2578684
620.0021,0.2575665
620.4842,0.2573035
620.9663,0.2570744
621.4484,0.2568421
621.9305,0.2565552
622.4127,0.2561806
622.8948,0.2557223
623.3769,0.2552217
623.859,0.2547323
624.3411,0.2542927
624.8232,0.2539059
625.3054,0.2535422
625.7875,0.2531614
626.2696,0.2527442
626.7517,0.2523096
627.2338,0.2519098
627.7159,0.2516009
628.1981,0.2514068
628.6802,0.2513012
629.1623,0.2512121
629.6444,0.2510564
630.1265,0.2507722
630.6086,0.2503529
631.0908,0.249845
631.5729,0.2493264
632.055,0.2488617
632.5371,0.248474
633.0192,0.2481369
633.5013,0.2477959
633.9835,0.2473999
634.4656,0.246932
634.9477,0.246418
635.4298,0.245912
635.9119,0.2454661
636.394,0.245101
636.8762,0.2448006
637.3583,0.2445243
637.8404,0.2442353
638.3225,0.2439192
638.8046,0.2435915
639.2867,0.2432813
639.7689,0.2430098
640.251,0.2427704
640.7331,0.2425288
641.2152,0.2422374
641.6973,0.2418647
642.1794,0.2414124
642.6616,0.2409174
643.1437,0.2404312
643.6258,0.2399959
644.1079,0.2396231
644.59,0.2392914
645.0721,0.2389613
645.5543,0.2386005
646.0364,0.2382034
646.5185,0.2377922
647.0006,0.237402
647.4827,0.2370554
647.9648,0.2367484
648.447,0.2364492
648.9291,0.2361185
649.4112,0.2357312
649.8933,0.2352956
650.3754,0.234849
650.8575,0.2344396
651.3397,0.2340964
651.8218,0.2338133
652.3039,0.2335502
652.786,0.2332576
653.2681,0.2329017
653.7502,0.2324863
654.2324,0.2320495
654.7145,0.2316461
655.1966,0.231317
655.6787,0.2310661
656.1608,0.2308591
656.6429,0.230641
657.1251,0.2303673
657.6072,0.2300217
658.0893,0.2296238
658.5714,0.2292117
659.0535,0.2288214
659.5356,0.2284639
660.0178,0.2281237
660.4999,0.2277717
660.982,0.227389
661.4641,0.2269816
661.9462,0.2265828
662.4283,0.2262332
662.9105,0.2259609
663.3926,0.2257628
663.8747,0.2256072
664.3568,0.2254479
664.8389,0.2252466
665.321,0.224988
665.8032,0.2246806
666.2853,0.2243482
666.7674,0.2240116
667.2495,0.2236751
667.7316,0.2233163
668.2137,0.222907
668.6959,0.222446
669.178,0.2219777
669.6601,0.2215605
670.1422,0.2212306
670.6243,0.2209855
671.1064,0.2207931
671.5886,0.2206032
672.0707,0.2203689
672.5528,0.2200612
673.0349,0.2196845
673.517,0.2192738
673.9991,0.2188803
674.4813,0.2185443
674.9634,0.2182739
675.4455,0.2180432
675.9276,0.217806
676.4097,0.2175226
676.8918,0.2171749
677.374,0.2167753
677.8561,0.2163533
678.3382,0.215939
678.8203,0.2155456
679.3024,0.2151685
679.7845,0.214796
680.2667,0.2144247
680.7488,0.2140692
681.2309,0.213758
681.713,0.2135158
682.1951,0.2133469
682.6772,0.2132242
683.1594,0.2130999
683.6415,0.2129221
684.1236,0.2126613
684.6057,0.2123254
685.0878,0.2119562
685.5699,0.2116079
686.0521,0.211318
686.5342,0.2110921
687.0163,0.2109014
687.4984,0.2107011
687.9805,0.2104514
688.4626,0.2101404
688.9448,0.2097866
689.4269,0.2094262
689.909,0.2090892
690.3911,0.2087837
690.8732,0.2084928
691.3553,0.2081882
691.8375,0.2078481
692.3196,0.2074724
692.8017,0.2070831
693.2838,0.2067135
693.7659,0.2063882
694.248,0.2061098
694.7302,0.2058581
695.2123,0.2056028
695.6944,0.2053223
696.1765,0.205015
696.6586,0.2047007
697.1407,0.2044065
697.6229,0.2041503
698.105,0.2039268
698.5871,0.2037094
699.0692,0.2034615
699.5513,0.2031581
700.0334,0.2027976
700.5156,0.2024035
700.9977,0.2020094
701.4798,0.2016436
701.9619,0.201313
702.444,0.2010029
702.9261,0.200686
703.4083,0.2003397
703.8904,0.1999591
704.3725,0.1995584
704.8546,0.1991609
705.3367,0.1987839
705.8188,0.1984288
706.301,0.1980807
706.7831,0.1977195
707.2652,0.1973332
707.7473,0.196928
708.2294,0.1965258
708.7115,0.1961535
709.1937,0.1958256
709.6758,0.1955364
710.1579,0.1952615
710.64,0.1949732
711.1221,0.1946551
711.6042,0.1943146
712.0864,0.1939792
712.5685,0.1936864
713.0506,0.1934627
713.5327,0.1933107
714.0148,0.1932079
714.4969,0.1931168
714.9791,0.1930036
715.4612,0.1928481
715.9433,0.1926498
716.4254,0.1924192
716.9075,0.1921651
717.3896,0.1918844
717.8718,0.1915611
718.3539,0.1911751
718.836,0.1907156
719.3181,0.1901904
719.8002,0.1896255
720.2823,0.1890519
720.7645,0.1884934
721.2466,0.1879541
721.7287,0.1874207
722.2108,0.1868722
722.6929,0.1862954
723.175,0.1856936
723.6572,0.1850862
724.1393,0.1844981
724.6214,0.1839456
725.1035,0.1834307
725.5856,0.1829402
726.0677,0.1824571
726.5499,0.1819713
727.032,0.1814876
727.5141,0.1810233
727.9962,0.1805975
728.4783,0.1802174
728.9604,0.1798727
729.4426,0.179538
729.9247,0.1791869
730.4068,0.1788043
730.8889,0.1783958
731.371,0.1779827
731.8531,0.1775918
732.3353,0.1772385
732.8174,0.176918
733.2995,0.176607
733.7816,0.1762761
734.2637,0.1759063
734.7458,0.1754972
735.228,0.1750677
735.7101,0.1746445
736.1922,0.1742487
736.6743,0.1738846
737.1564,0.1735401
737.6385,0.173196
738.1207,0.1728398
