wavenumber,intensity
600.2353,0.2459002
600.7174,0.2455001
601.1995,0.2451197
601.6816,0.2447834
602.1638,0.244473
602.6459,0.2441443
603.128,0.2437619
603.6101,0.2433252
604.0922,0.2428739
604.5743,0.2424658
605.0565,0.242145
605.5386,0.2419163
606.0207,0.2417423
606.5028,0.2415626
606.9849,0.2413277
607.467,0.2410264
607.9492,0.2406871
608.4313,0.2403572
608.9134,0.2400682
609.3955,0.2398147
609.8776,0.2395522
610.3597,0.239225
610.8419,0.2387953
611.324,0.2382733
611.8061,0.2377136
612.2882,0.2371941
612.7703,0.2367721
613.2524,0.2364584
613.7346,0.236212
614.2167,0.2359664
614.6988,0.2356641
615.1809,0.235288
615.663,0.2348688
616.1451,0.2344673
616.6273,0.2341379
617.1094,0.2338953
617.5915,0.2337058
618.0736,0.2335038
618.5557,0.2332316
619.0378,0.2328654
619.52,0.2324297
620.0021,0.2319778
620.4842,0.2315665
620.9663,0.231223
621.4484,0.2309362
621.9305,0.2306673
622.4127,0.2303767
622.8948,0.2300462
623.3769,0.2296869
623.859,0.2293277
624.3411,0.2289934
624.8232,0.2286857
625.3054,0.2283807
625.7875,0.2280424
626.2696,0.2276472
626.7517,0.227202
627.2338,0.2267433
627.7159,0.2263184
628.1981,0.2259564
628.6802,0.2256533
629.1623,0.225371
629.6444,0.2250601
630.1265,0.2246834
630.6086,0.2242403
631.0908,0.2237652
631.5729,0.223311
632.055,0.2229168
632.5371,0.2225874
633.0192,0.2222904
633.5013,0.221976
633.9835,0.2216037
634.4656,0.2211657
634.9477,0.2206901
635.4298,0.2202252
635.9119,0.2198102
636.394,0.2194515
636.8762,0.2191204
637.3583,0.2187691
637.8404,0.2183615
638.3225,0.2178914
638.8046,0.2173886
639.2867,0.2169009
639.7689,0.2164717
640.251,0.2161151
640.7331,0.2158126
641.2152,0.2155253
641.6973,0.2152209
642.1794,0.2148919
642.6616,0.2145603
643.1437,0.2142611
643.6258,0.2140206
644.1079,0.2138368
644.59,0.2136784
645.0721,0.2134981
645.5543,0.2132583
646.0364,0.2129508
646.5185,0.2125986
647.0006,0.2122406
647.4827,0.2119055
647.9648,0.2115964
648.447,0.2112864
648.9291,0.2109378
649.4112,0.2105235
649.8933,0.2100486
650.3754,0.2095491
650.8575,0.2090771
651.3397,0.2086705
651.8218,0.2083348
652.3039,0.2080401
652.786,0.2077404
653.2681,0.2073967
653.7502,0.2069989
654.2324,0.2065687
654.7145,0.2061459
655.1966,0.2057626
655.6787,0.2054236
656.1608,0.2051033
656.6429,0.2047604
657.1251,0.204364
657.6072,0.2039101
658.0893,0.2034263
658.5714,0.2029546
659.0535,0.2025311
659.5356,0.202163
660.0178,0.2018265
660.4999,0.2014789
660.982,0.2010848
661.4641,0.200634
661.9462,0.2001457
662.4283,0.1996545
662.9105,0.1991917
663.3926,0.1987666
663.8747,0.1983638
664.3568,0.1979543
664.8389,0.1975135
665.321,0.1970328
665.8032,0.1965249
666.2853,0.196016
666.7674,0.1955306
667.2495,0.1950793
667.7316,0.1946462
668.2137,0.1942079
668.6959,0.1937478
669.178,0.1932683
669.6601,0.1927797
670.1422,0.1923025
670.6243,0.1918542
671.1064,0.1914363
671.5886,0.191032
