wavenumber,intensity
600.2353,0.2603355
600.7174,0.2599795
601.1995,0.2597146
601.6816,0.2595494
602.1638,0.2594399
602.6459,0.2593144
603.128,0.2591187
603.6101,0.2588457
604.0922,0.2585388
604.5743,0.2582633
605.0565,0.2580702
605.5386,0.2579641
606.0207,0.2579011
606.5028,0.2578099
606.9849,0.2576307
607.467,0.2573484
607.9492,0.256996
608.4313,0.2566353
608.9134,0.2563171
609.3955,0.2560578
609.8776,0.2558305
610.3597,0.2555877
610.8419,0.2552897
611.324,0.2549336
611.8061,0.2545545
612.2882,0.2542079
612.7703,0.2539349
613.2524,0.253739
613.7346,0.2535826
614.2167,0.2534102
614.6988,0.2531775
615.1809,0.2528763
615.663,0.2525373
616.1451,0.2522121
616.6273,0.2519408
617.1094,0.251726
617.5915,0.2515309
618.0736,0.2512991
618.5557,0.2509907
619.0378,0.2506035
619.52,0.2501767
620.0021,0.2497665
620.4842,0.2494202
620.9663,0.2491473
621.4484,0.2489202
621.9305,0.2486893
622.4127,0.2484165
622.8948,0.2480955
623.3769,0.2477561
623.859,0.2474441
624.3411,0.2471951
624.8232,0.2470118
625.3054,0.2468627
625.7875,0.246698
626.2696,0.2464787
626.7517,0.2461988
627.2338,0.2458847
627.7159,0.2455768
628.1981,0.2453003
628.6802,0.2450493
629.1623,0.244786
629.6444,0.2444637
630.1265,0.2440502
630.6086,0.2435506
631.0908,0.2430033
631.5729,0.2424635
632.055,0.2419694
632.5371,0.2415249
633.0192,0.2410974
633.5013,0.2406402
633.9835,0.2401192
634.4656,0.2395353
634.9477,0.2389246
635.4298,0.2383408
635.9119,0.2378263
636.394,0.237388
636.8762,0.2369971
637.3583,0.2366059
637.8404,0.2361776
638.3225,0.2357026
638.8046,0.2352026
639.2867,0.234712
639.7689,0.2342568
640.251,0.233834
640.7331,0.2334138
641.2152,0.232954
641.6973,0.2324284
642.1794,0.2318424
642.6616,0.2312332
643.1437,0.2306481
643.6258,0.2301208
644.1079,0.2296522
644.59,0.2292106
645.0721,0.2287492
645.5543,0.2282335
646.0364,0.2276625
646.5185,0.2270699
647.0006,0.2265081
