wavenumber,intensity
600.2353,0.06611601
600.7174,0.06604712
601.1995,0.06596039
601.6816,0.06585939
602.1638,0.06574154
602.6459,0.06560232
603.128,0.065442
603.6101,0.06526902
604.0922,0.06509954
604.5743,0.0649501
605.0565,0.06483073
605.5386,0.06474039
606.0207,0.06466842
606.5028,0.06460024
606.9849,0.06452532
607.467,0.06444262
607.9492,0.06435975
608.4313,0.06428772
608.9134,0.06423305
609.3955,0.06419366
609.8776,0.06415866
610.3597,0.06411442
610.8419,0.06404994
611.324,0.06396275
611.8061,0.06385846
612.2882,0.06374695
612.7703,0.06363603
613.2524,0.0635277
613.7346,0.0634186
614.2167,0.06330384
614.6988,0.0631817
615.1809,0.06305642
615.663,0.06293628
616.1451,0.06282945
616.6273,0.06273846
617.1094,0.06265858
617.5915,0.06257921
618.0736,0.0624901
618.5557,0.06238757
619.0378,0.062277
619.52,0.06217049
620.0021,0.06207926
620.4842,0.06200812
620.9663,0.06195118
621.4484,0.06189538
621.9305,0.06182652
622.4127,0.06173833
622.8948,0.06163583
623.3769,0.06153365
623.859,0.06144759
624.3411,0.06138644
624.8232,0.06134582
625.3054,0.06130974
625.7875,0.06125665
626.2696,0.06116974
626.7517,0.06104511
627.2338,0.06089234
627.7159,0.06072977
628.1981,0.06057469
628.6802,0.06043821
629.1623,0.06032131
629.6444,0.06021816
630.1265,0.06012129
630.6086,0.06002728
631.0908,0.0599383
631.5729,0.05985981
632.055,0.0597954
632.5371,0.05974268
633.0192,0.05969168
633.5013,0.05962867
633.9835,0.05954069
634.4656,0.05942082
634.9477,0.0592708
635.4298,0.05909963
635.9119,0.05892009
636.394,0.05874361
636.8762,0.05857933
637.3583,0.05843338
637.8404,0.0583098
638.3225,0.05821173
638.8046,0.0581401
639.2867,0.05809195
639.7689,0.05805837
640.251,0.05802553
640.7331,0.05797848
641.2152,0.05790512
641.6973,0.0578019
642.1794,0.05767459
642.6616,0.05753621
643.1437,0.05740047
643.6258,0.05727679
644.1079,0.05716654
644.59,0.05706359
645.0721,0.05695798
645.5543,0.0568413
646.0364,0.05671097
646.5185,0.05657079
647.0006,0.05642929
647.4827,0.05629569
647.9648,0.05617786
648.447,0.05608008
648.9291,0.05600319
649.4112,0.05594482
649.8933,0.05589976
650.3754,0.05585969
650.8575,0.05581232
651.3397,0.05574365
651.8218,0.05564095
652.3039,0.05549749
652.786,0.055317
653.2681,0.05511447
653.7502,0.05491298
654.2324,0.05473424
654.7145,0.05459247
655.1966,0.05448801
655.6787,0.05440833
656.1608,0.05433282
656.6429,0.05424217
657.1251,0.05412675
657.6072,0.05398855
658.0893,0.05383946
658.5714,0.05369429
659.0535,0.05356574
659.5356,0.05345928
660.0178,0.05337392
660.4999,0.05330512
660.982,0.05324838
661.4641,0.05320003
661.9462,0.05315504
662.4283,0.05310511
662.9105,0.05303744
663.3926,0.05293784
663.8747,0.05279805
664.3568,0.05261983
664.8389,0.05241713
665.321,0.05220948
665.8032,0.0520191
666.2853,0.05186184
666.7674,0.0517398
667.2495,0.05164061
667.7316,0.05154023
668.2137,0.05142326
668.6959,0.05128785
669.178,0.05113601
669.6601,0.0509661
670.1422,0.0507878
670.6243,0.05061929
671.1064,0.05047386
671.5886,0.05035308
672.0707,0.05024803
672.5528,0.05014678
673.0349,0.05004154
673.517,0.04993254
673.9991,0.04982737
674.4813,0.04973569
674.9634,0.04966278
675.4455,0.04960611
675.9276,0.04955556
676.4097,0.04949828
676.8918,0.04942255
677.374,0.04932262
677.8561,0.04919903
678.3382,0.04905663
678.8203,0.04890152
679.3024,0.04873941
679.7845,0.04857641
680.2667,0.04841928
680.7488,0.04827631
681.2309,0.04815596
681.713,0.04806323
682.1951,0.04799708
682.6772,0.04794879
683.1594,0.04790483
683.6415,0.04784992
684.1236,0.04777298
684.6057,0.04767133
685.0878,0.0475506
685.5699,0.04742181
686.0521,0.04729559
686.5342,0.04717882
687.0163,0.0470724
687.4984,0.04697294
687.9805,0.0468761
688.4626,0.04678002
688.9448,0.04668649
689.4269,0.04659974
689.909,0.04652335
690.3911,0.04645773
690.8732,0.04639909
691.3553,0.04634119
691.8375,0.04627759
692.3196,0.04620441
692.8017,0.04612146
693.2838,0.04603124
693.7659,0.04593686
694.248,0.04583996
694.7302,0.04574025
695.2123,0.04563638
695.6944,0.04552781
696.1765,0.0454162
696.6586,0.04530553
697.1407,0.04520046
697.6229,0.04510479
698.105,0.04501965
698.5871,0.04494353
699.0692,0.04487337
699.5513,0.0448063
700.0334,0.04474068
700.5156,0.04467601
700.9977,0.04461203
701.4798,0.04454733
701.9619,0.04447877
702.444,0.04440249
702.9261,0.0443152
703.4083,0.04421609
703.8904,0.04410729
704.3725,0.04399318
704.8546,0.04387819
705.3367,0.04376484
705.8188,0.04365322
706.301,0.0435419
706.7831,0.04343003
707.2652,0.04331934
707.7473,0.04321462
708.2294,0.04312248
708.7115,0.0430492
709.1937,0.04299759
709.6758,0.04296604
710.1579,0.04294864
710.64,0.04293751
711.1221,0.04292435
711.6042,0.0429023
712.0864,0.04286696
712.5685,0.04281535
713.0506,0.04274568
713.5327,0.0426573
714.0148,0.04255149
714.4969,0.04243242
714.9791,0.042307
715.4612,0.04218417
715.9433,0.04207148
716.4254,0.0419722
716.9075,0.04188406
717.3896,0.0418
717.8718,0.04171132
718.3539,0.04161145
718.836,0.0414998
719.3181,0.04138221
719.8002,0.04126878
720.2823,0.04116871
720.7645,0.0410863
721.2466,0.0410187
721.7287,0.04095782
722.2108,0.04089391
722.6929,0.04081973
723.175,0.04073258
723.6572,0.04063345
724.1393,0.04052472
724.6214,0.04040754
725.1035,0.0402807
725.5856,0.04014171
726.0677,0.03998917
726.5499,0.03982526
727.032,0.03965624
727.5141,0.03949099
727.9962,0.03933821
728.4783,0.03920244
728.9604,0.03908318
729.4426,0.03897543
729.9247,0.03887304
730.4068,0.03877136
730.8889,0.03866944
731.371,0.03856957
731.8531,0.0384751
732.3353,0.03838744
732.8174,0.03830459
733.2995,0.03822113
733.7816,0.03813066
734.2637,0.03802862
734.7458,0.03791382
735.228,0.03778869
735.7101,0.03765734
736.1922,0.03752346
736.6743,0.0373886
737.1564,0.03725247
737.6385,0.03711465
738.1207,0.03697636
738.6028,0.03684165
739.0849,0.03671631
739.567,0.03660509
740.0491,0.03650922
740.5313,0.03642433
741.0134,0.0363417
741.4955,0.03624997
741.9776,0.03613951
742.4597,0.03600601
742.9418,0.03585149
743.424,0.0356837
743.9061,0.0355132
744.3882,0.03535114
744.8703,0.03520593
745.3524,0.03508236
745.8345,0.03498174
746.3167,0.03490239
746.7988,0.03484063
747.2809,0.03479145
747.763,0.03474984
748.2451,0.03471104
748.7272,0.03467151
749.2094,0.03462964
749.6915,0.03458588
750.1736,0.03454236
750.6557,0.03450177
751.1378,0.03446643
751.6199,0.03443742
752.1021,0.03441464
752.5842,0.03439733
753.0663,0.03438478
753.5484,0.03437659
754.0305,0.03437205
754.5126,0.0343693
754.9948,0.03436472
755.4769,0.03435277
755.959,0.03432804
756.4411,0.03428709
756.9232,0.03423067
757.4053,0.0341641
757.8875,0.03409623
758.3696,0.03403636
758.8517,0.03399012
759.3338,0.03395782
759.8159,0.03393399
760.298,0.03390924
760.7802,0.03387626
761.2623,0.03383022
761.7444,0.03377066
762.2265,0.03370057
762.7086,0.0336241
763.1907,0.03354428
763.6729,0.03346204
764.155,0.03337681
764.6371,0.03328829
765.1192,0.03319852
765.6013,0.0331123
766.0834,0.03303646
766.5656,0.03297773
767.0477,0.03293988
767.5298,0.03292273
768.0119,0.03292216
768.494,0.03293221
768.9761,0.03294675
769.4583,0.03296155
769.9404,0.03297495
770.4225,0.03298679
770.9046,0.03299719
771.3867,0.03300534
771.8688,0.03300914
772.351,0.03300593
772.8331,0.03299364
773.3152,0.03297151
773.7973,0.03294025
774.2794,0.03290134
774.7615,0.03285603
775.2437,0.03280478
775.7258,0.0327474
776.2079,0.03268389
776.69,0.03261527
777.1721,0.03254398
777.6542,0.03247356
778.1364,0.03240712
778.6185,0.03234657
779.1006,0.0322918
779.5827,0.03224112
780.0648,0.03219215
780.5469,0.03214291
781.0291,0.03209252
781.5112,0.03204082
781.9933,0.03198767
782.4754,0.03193224
782.9575,0.03187268
783.4396,0.03180693
783.9218,0.03173387
784.4039,0.03165434
784.886,0.03157129
785.3681,0.0314891
785.8502,0.03141216
786.3323,0.03134307
786.8145,0.03128228
787.2966,0.03122841
787.7787,0.03117952
788.2608,0.03113433
788.7429,0.03109294
789.225,0.03105646
789.7072,0.0310259
790.1893,0.03100083
790.6714,0.03097895
791.1535,0.03095629
791.6356,0.03092888
792.1177,0.03089443
792.5999,0.03085331
793.082,0.03080852
793.5641,0.03076462
794.0462,0.03072616
794.5283,0.03069592
795.0104,0.03067458
795.4926,0.03066095
795.9747,0.03065292
796.4568,0.03064812
796.9389,0.03064429
797.421,0.03063922
797.9031,0.03062994
798.3853,0.03061282
798.8674,0.03058429
799.3495,0.03054168
799.8316,0.03048482
800.3137,0.0304165
800.7958,0.03034249
801.278,0.03026951
801.7601,0.03020335
802.2422,0.03014744
802.7243,0.03010168
803.2064,0.03006304
803.6885,0.03002659
804.1707,0.02998764
804.6528,0.02994278
805.1349,0.02989072
805.617,0.02983232
806.0991,0.02976999
806.5812,0.02970692
807.0634,0.02964601
807.5455,0.02958963
808.0276,0.02953893
808.5097,0.02949367
808.9918,0.02945222
809.4739,0.02941197
809.9561,0.02936999
810.4382,0.02932338
810.9203,0.02927012
811.4024,0.02920926
811.8845,0.02914077
812.3666,0.02906542
812.8488,0.02898455
813.3309,0.02890022
813.813,0.02881528
814.2951,0.0287337
814.7772,0.02866039
815.2593,0.02859972
815.7415,0.02855452
816.2236,0.02852422
816.7057,0.02850454
817.1878,0.02848754
817.6699,0.02846384
818.152,0.0284256
818.6342,0.028368
819.1163,0.02829101
819.5984,0.02819854
820.0805,0.02809686
820.5626,0.02799159
821.0447,0.02788605
821.5269,0.02778091
822.009,0.02767516
822.4911,0.02756806
822.9732,0.02746085
823.4553,0.02735709
823.9374,0.02726189
824.4196,0.02717994
824.9017,0.02711325
825.3838,0.02706028
825.8659,0.027016
826.348,0.02697387
826.8301,0.02692714
827.3123,0.02687109
827.7944,0.02680387
828.2765,0.02672593
828.7586,0.02663914
829.2407,0.0265455
829.7228,0.0264467
830.205,0.02634388
830.6871,0.02623831
831.1692,0.02613186
831.6513,0.02602715
