Std_1,Std_2,Std_3,Std_4,Std_5,Std_6,Std_7,Std_8,Std_9,Std_10,Std_11,Std_12,Std_13,Std_14,Std_15,Std_16,Std_17,Std_18,Std_19,Std_20,Std_21,Std_22,Std_23,Std_24,Std_25,Std_26,Std_27,Std_28,Std_29,Std_30
0.6200871,0.7690908,0.8754609,0.8964607,0.6979743,0.6330754,0.7759531,0.9084718,0.7476509,0.891592,0.889646,0.6643097,0.7603025,0.670981,0.8302064,0.6651807,0.8734368,0.7140573,0.9184349,0.7782597,0.8596141,0.7079181,0.8254194,0.7508689,0.8099754,0.7208686,0.533852,0.8237855,0.8301268,0.8721656
0.7087253,0.8858705,0.9526674,0.9753908,0.7405871,0.7616447,0.8663874,0.9666219,0.8064396,0.9521525,0.9530737,0.7844844,0.8573952,0.7976124,0.9148147,0.7866209,0.9416114,0.8173985,0.9645905,0.8622625,0.9198458,0.8159928,0.9002529,0.8350869,0.889442,0.8038253,0.6030506,0.9049697,0.9087633,0.9373908
0.6514338,0.9158152,0.9686919,0.9547511,0.7144399,0.8830659,0.9472331,0.9982274,0.8198283,0.9854997,0.9844918,0.9015949,0.9404861,0.89179,0.9616755,0.9081346,0.9918474,0.9280687,1,0.9586275,0.996049,0.9231494,0.9653558,0.9182168,0.9632072,0.9449354,0.6355948,0.9734917,0.9693617,0.9874263
0.7068696,1,0.9999999,0.9999999,0.7319206,1,1,1,0.8365575,1,1,1,1,1,1,1,0.9999999,1,0.9807189,1,1,1,1,0.9663756,1,1,0.6790023,1,1,0.9999999
0.6034897,0.9385965,0.9115009,0.9052178,0.6447005,0.9821897,0.9583825,0.9255157,0.7778815,0.9318174,0.9305832,0.9750235,0.9645659,0.9619559,0.9450073,0.9676787,0.921886,0.9739529,0.92806,0.9707575,0.9448875,0.9696577,0.9625527,0.9425742,0.9535819,0.9809785,0.6564498,0.935937,0.9353288,0.9249777
0.5064592,0.8430214,0.8133824,0.8084592,0.569423,0.8912128,0.8807642,0.8415619,0.7133923,0.8532721,0.8518018,0.8866148,0.8924083,0.8657018,0.8651095,0.8778273,0.8443863,0.9008698,0.8649718,0.9030728,0.8715964,0.8878262,0.8981403,0.8826229,0.8815493,0.9215211,0.6090041,0.863511,0.8533143,0.8318775
0.5027343,0.8332824,0.7879432,0.7972682,0.550525,0.8601802,0.850883,0.805162,0.6892539,0.8235087,0.8232251,0.8496447,0.8730109,0.8363276,0.8420642,0.8431395,0.8370512,0.8688962,0.8087782,0.8749202,0.8340457,0.8592004,0.8778021,0.849952,0.858928,0.8881987,0.5934592,0.8553005,0.8453698,0.8175107
0.5357755,0.8585073,0.7870879,0.8092778,0.5404148,0.8688943,0.8527339,0.7836447,0.6743824,0.8096955,0.8121041,0.8512965,0.8832321,0.8456078,0.8411452,0.8423237,0.8249229,0.8684519,0.7799447,0.8692616,0.8168798,0.8597859,0.8789885,0.842144,0.8582168,0.8870577,0.5948704,0.859172,0.8562794,0.8082222
0.5373706,0.8372663,0.7437176,0.778545,0.5005204,0.8470913,0.8143056,0.7245092,0.6258177,0.7535502,0.7584825,0.8220758,0.8487896,0.8210186,0.7989954,0.8081873,0.7499256,0.8375741,0.7258119,0.821984,0.7577437,0.8200066,0.8467795,0.7900969,0.8119075,0.8394545,0.5635011,0.8031944,0.8082486,0.7451559
0.4768444,0.7495648,0.6531855,0.6994604,0.4388514,0.7656889,0.7287966,0.6324512,0.5506917,0.6644036,0.668174,0.7430254,0.7578144,0.7410091,0.7094647,0.7230632,0.6080618,0.7620725,0.6360478,0.7264023,0.6639495,0.729496,0.7683413,0.7043189,0.7163579,0.7442931,0.5108514,0.6697767,0.6620668,0.6005949
0.4111974,0.638973,0.5545645,0.6103998,0.3766652,0.6695514,0.6257157,0.5341994,0.4746198,0.5654444,0.5690144,0.6477812,0.6453236,0.6451991,0.6062248,0.6225048,0.4894585,0.6715579,0.5486197,0.6123312,0.5596687,0.6241358,0.6752805,0.6116484,0.6052794,0.6266765,0.4488745,0.5400392,0.5235397,0.4711564
0.3609454,0.5350596,0.4666079,0.5286897,0.3150227,0.5915954,0.529869,0.4499793,0.4087882,0.4766482,0.4794401,0.5678675,0.5475671,0.5710277,0.5179826,0.545402,0.4660425,0.5897796,0.4793156,0.5129463,0.4708648,0.5382453,0.5970022,0.522846,0.5106536,0.5238581,0.3830804,0.4907522,0.4826218,0.4394172
0.31741,0.459803,0.4062687,0.4744612,0.2688586,0.5366198,0.458618,0.3897374,0.3544962,0.4133639,0.4165146,0.5090364,0.4725111,0.5149646,0.4523805,0.4878927,0.4221976,0.5306628,0.42077,0.4404355,0.4060934,0.4712893,0.5406457,0.4492171,0.4406054,0.4468474,0.3273058,0.4362994,0.4348485,0.3985266
0.2734209,0.4064803,0.3621366,0.4387459,0.2385796,0.4833326,0.408622,0.3493859,0.3090592,0.3713859,0.372251,0.4609051,0.4166574,0.4633581,0.4048575,0.435793,0.3244718,0.4857365,0.3659714,0.385033,0.3622963,0.4163837,0.4987301,0.3895924,0.3891016,0.394309,0.2870177,0.3476243,0.3426886,0.308536
0.2517066,0.3780402,0.339766,0.4226567,0.2225728,0.4350796,0.3767904,0.3266067,0.2807734,0.3509406,0.3487299,0.4169194,0.3833604,0.4147117,0.3780146,0.3878531,0.2619339,0.4464638,0.3351116,0.358624,0.3379299,0.3770473,0.4760096,0.3513393,0.3604039,0.3642194,0.2630146,0.2931053,0.2903466,0.2636032
0.238962,0.3570338,0.3191705,0.4078957,0.2127912,0.3809253,0.3523894,0.3071071,0.2649122,0.3349786,0.330356,0.3645333,0.3588593,0.3604109,0.360751,0.3355044,0.2398556,0.4065805,0.3183729,0.3411761,0.3180183,0.3431279,0.4603202,0.3286282,0.3402986,0.343309,0.2491459,0.2795651,0.276919,0.2557318
0.2446853,0.3416666,0.3103852,0.3992298,0.2170771,0.342552,0.3380812,0.2961935,0.2664791,0.3315003,0.3207037,0.3233566,0.3434974,0.3185555,0.3520355,0.2974552,0.2600357,0.3747713,0.327208,0.3282221,0.3033738,0.3225513,0.4519611,0.3261839,0.3289963,0.3272585,0.2494031,0.3020798,0.3007385,0.2832353
0.2473837,0.3267831,0.2966536,0.3869587,0.2066326,0.3192918,0.3239917,0.2814079,0.2604031,0.3173583,0.3062929,0.2986701,0.3320911,0.2956078,0.3396343,0.2756252,0.2831353,0.3550668,0.3335732,0.3170175,0.2883947,0.3087651,0.4446178,0.3207491,0.316389,0.3180636,0.2430166,0.3192944,0.3250455,0.3074814
0.2124688,0.2753172,0.2447084,0.3406821,0.1586364,0.2733757,0.273027,0.2344855,0.2121467,0.2636428,0.2530554,0.2519431,0.2835694,0.2490662,0.2937634,0.2317283,0.2655561,0.3124331,0.2875694,0.2684424,0.241041,0.2635289,0.4036677,0.267235,0.267663,0.2714331,0.1967407,0.2889896,0.303912,0.2865144
0.1427856,0.1975914,0.1718924,0.2748493,0.09789991,0.2046859,0.1988339,0.1640929,0.1428362,0.1871248,0.1785394,0.1893623,0.2053158,0.1836636,0.2231322,0.1703775,0.174714,0.2511345,0.1977205,0.1913817,0.1699219,0.1932265,0.3342331,0.1881145,0.1901617,0.1992454,0.1340774,0.193572,0.2026035,0.187857
0.06733634,0.1041662,0.08508942,0.1977299,0.03852051,0.1329195,0.108422,0.07935627,0.06611955,0.09242961,0.08961923,0.1219557,0.1111752,0.1150375,0.1388409,0.1055626,0.0763121,0.1831474,0.08990208,0.09853313,0.08724261,0.1053962,0.2509301,0.09360206,0.09879052,0.1087775,0.06717594,0.08675657,0.08759477,0.07734308
0.01417231,0.03308192,0.02443035,0.1428118,0.005221535,0.07759597,0.03666299,0.01878651,0.01513471,0.02667074,0.02522385,0.07034108,0.03785791,0.06227684,0.07696519,0.05647123,0.01450649,0.1275688,0.02180522,0.02926976,0.02638391,0.03949184,0.1871188,0.02834476,0.03092302,0.04075623,0.02059168,0.01972241,0.02040183,0.01537876
0,4.12E-08,0,0.1233635,0,0.0457138,0,3.31E-08,2.74E-08,0,0,0.03839231,2.97E-08,0.03048434,0.05010845,0.02820467,0,0.09722244,0,6.51E-08,0,0.006978128,0.1570092,8.19E-08,0,0.005920629,3.48E-08,0,0,0
0.0229973,0.005050172,0.01631628,0.1400772,0.02589789,0.04607569,0.002185775,0.02060498,0.02206952,0.01511424,0.01577115,0.0386976,0.00262832,0.03163683,0.06083129,0.03139254,0.03833591,0.0995663,0.02178816,0.007142265,0.01290294,0.01016275,0.1651315,0.01070646,0.008052947,0.005952853,0.007609908,0.0309881,0.02696275,0.03282799
0.05791652,0.03851729,0.05845993,0.1814588,0.0716967,0.07239353,0.03273354,0.06614461,0.06350965,0.05727028,0.05919546,0.06608111,0.032843,0.05886753,0.09428427,0.05742552,0.06968629,0.1290388,0.06376369,0.04044175,0.05176223,0.03723272,0.1981541,0.044144,0.04167202,0.03081215,0.03400277,0.05907037,0.05263659,0.06186283
0.07792447,0.0727575,0.09945936,0.223294,0.1133887,0.09834851,0.0677292,0.1108145,0.09742202,0.09974591,0.1012668,0.09479241,0.063453,0.08527276,0.1259533,0.08248165,0.05390007,0.1609198,0.09286378,0.07060253,0.09091153,0.06219903,0.2307996,0.07552487,0.07402763,0.0598039,0.06119622,0.04698972,0.04132805,0.05323396
0.09799531,0.1058661,0.1358553,0.2595831,0.1491406,0.1206952,0.0994804,0.149297,0.1291849,0.1372758,0.1391052,0.1185137,0.09289502,0.1074318,0.1558181,0.1027544,0.06733559,0.1878137,0.1237209,0.1027772,0.1250626,0.08708376,0.2637676,0.1064965,0.1053504,0.08564475,0.08587763,0.05161182,0.04997369,0.06839556
0.121275,0.1399889,0.1739416,0.295758,0.1849058,0.1425516,0.1335717,0.1883449,0.1633621,0.1766192,0.1775077,0.1410024,0.1250082,0.1306524,0.1874113,0.1239028,0.09706475,0.2149203,0.1605118,0.1369258,0.1600927,0.1127537,0.2969099,0.1426758,0.1382619,0.1148891,0.1115662,0.07514001,0.07675613,0.09734215
0.1428865,0.1738253,0.2124072,0.3337388,0.2157496,0.1686728,0.1705388,0.2268734,0.1932129,0.2159448,0.2155956,0.1684781,0.158911,0.158621,0.2193748,0.1475262,0.1170767,0.2446726,0.1941398,0.1685642,0.1952576,0.1417006,0.3299363,0.1815637,0.1720268,0.1460728,0.1351127,0.09469201,0.09863592,0.1221034
0.1530912,0.1990867,0.2397817,0.3585438,0.236487,0.191668,0.2010255,0.2534974,0.2151595,0.2452795,0.2437605,0.1905397,0.1865292,0.1818589,0.2425876,0.1681854,0.1335541,0.2705914,0.2182391,0.1942499,0.2208951,0.1654211,0.3549668,0.2114779,0.1992189,0.1731599,0.1525528,0.1092904,0.1137895,0.1402839
0.1515868,0.2088922,0.2481364,0.3669524,0.2464602,0.1991154,0.2128545,0.262075,0.2249502,0.2553498,0.254096,0.1975006,0.1975634,0.1889878,0.2517,0.1738134,0.1458882,0.2786544,0.2297969,0.2047512,0.2280545,0.1736723,0.3633178,0.2218105,0.2081059,0.1831879,0.1621002,0.1204704,0.1251702,0.1529305
0.1472977,0.2024965,0.2399823,0.3584092,0.2484402,0.1907124,0.20791,0.2536128,0.2232564,0.2502648,0.2483967,0.1896329,0.1924931,0.180482,0.246454,0.1669296,0.1361146,0.2721578,0.230187,0.2004427,0.2168097,0.1687121,0.3568852,0.2182148,0.2011009,0.1793132,0.1640379,0.1138862,0.1162486,0.1394218
0.13617,0.1870323,0.2221191,0.3444789,0.2442563,0.179086,0.1899244,0.2415459,0.2150561,0.2339762,0.2326598,0.1783074,0.1766004,0.1699658,0.2321975,0.1549175,0.1159205,0.2571349,0.2225638,0.1869061,0.2016514,0.1547168,0.3419589,0.2056572,0.1855563,0.164126,0.1607126,0.09686748,0.09840631,0.1218727
0.1218069,0.1701975,0.2036744,0.3295341,0.2360527,0.163542,0.1696579,0.2259394,0.2048947,0.2162249,0.2150843,0.1630375,0.1596969,0.1563061,0.2170846,0.1407684,0.09806167,0.2405977,0.2113914,0.1715331,0.184838,0.1395584,0.3257704,0.1885381,0.169542,0.1474927,0.1526736,0.08290468,0.08652289,0.1101494
0.1142661,0.1580425,0.1928775,0.3209451,0.2339392,0.1482775,0.1531872,0.2160668,0.2009952,0.2064627,0.2043474,0.1465689,0.1468319,0.1406869,0.2078398,0.1266872,0.1016406,0.225826,0.2083285,0.1616102,0.1761149,0.1293899,0.3162082,0.1752484,0.1600605,0.134758,0.1480752,0.0840399,0.0880555,0.1151334
0.1084354,0.1543328,0.1916049,0.3240739,0.2403473,0.1416006,0.1465333,0.2180406,0.2053192,0.2064849,0.2031917,0.1391966,0.1439759,0.1355366,0.2072704,0.1215046,0.1169222,0.2196254,0.2110435,0.1606814,0.1784348,0.1259798,0.3144387,0.1685263,0.1605012,0.130812,0.1483998,0.09774411,0.09965154,0.1329563
0.1086071,0.1562542,0.1949372,0.3294998,0.2492292,0.1426809,0.1454553,0.2239035,0.2136857,0.2107148,0.20888,0.1396557,0.1469227,0.138006,0.2119347,0.1230294,0.1358681,0.2212422,0.2201858,0.1642785,0.1850162,0.1295664,0.3179637,0.1679416,0.1659989,0.1319875,0.151891,0.113829,0.1136889,0.1495221
0.1182872,0.1654935,0.2065182,0.3407431,0.2647952,0.1497582,0.1523145,0.2387343,0.2318238,0.2240961,0.2224541,0.1457534,0.1570324,0.1452802,0.2232985,0.1301454,0.1608495,0.2281417,0.2408211,0.1746913,0.1973062,0.1384345,0.3282667,0.176228,0.1771444,0.1403757,0.1630301,0.1350885,0.1325696,0.1694988
0.1363105,0.1826222,0.2264131,0.3599196,0.2860796,0.1598565,0.1670602,0.2593894,0.2558335,0.2453423,0.2428226,0.1567094,0.1751845,0.1580701,0.2419096,0.1402314,0.1808978,0.2393815,0.2697218,0.1913966,0.2157926,0.1517571,0.345423,0.1923747,0.1960906,0.1550103,0.180936,0.1552299,0.1502335,0.1864157
0.1560219,0.2021477,0.2481032,0.3796948,0.3150451,0.1687033,0.1871771,0.2821555,0.2820982,0.2724931,0.2667349,0.1664345,0.1948641,0.1676015,0.2619295,0.1493974,0.1754223,0.2511892,0.3031891,0.2134705,0.2360125,0.1670859,0.3643016,0.216481,0.217029,0.1747702,0.2069032,0.15628,0.1494157,0.1820024
0.1829472,0.2271967,0.2711693,0.4033701,0.3597059,0.1746561,0.2046042,0.3061687,0.3221868,0.3003204,0.2925265,0.176137,0.2149024,0.1760878,0.2836568,0.1557696,0.1712896,0.258239,0.3439549,0.2386051,0.2578652,0.1834525,0.38313,0.2563843,0.2406208,0.1936672,0.2500756,0.1537999,0.1462169,0.1834628
0.2099211,0.2575867,0.2958326,0.4291591,0.4058261,0.1829559,0.2271411,0.3345044,0.3734689,0.3327098,0.3201701,0.1846682,0.2402893,0.1864623,0.3089058,0.1651523,0.1905747,0.2688693,0.4002313,0.2706561,0.2807952,0.2010095,0.403731,0.3112313,0.268543,0.2176056,0.3066978,0.1668831,0.1577406,0.1932819
0.2200698,0.2735594,0.3126261,0.4433815,0.4091293,0.1993856,0.2444758,0.352153,0.3851206,0.3490335,0.3387774,0.2021306,0.2581534,0.2050108,0.3244102,0.1811763,0.2153906,0.2851875,0.4089733,0.2871521,0.2981317,0.220519,0.4202479,0.3277791,0.283755,0.2324061,0.3176432,0.1906481,0.1781203,0.216365
0.2177352,0.2896128,0.3323486,0.4627242,0.401971,0.2251539,0.2623017,0.3718448,0.3720532,0.3653746,0.3586025,0.2273131,0.2769395,0.2313199,0.3388161,0.2045543,0.2287916,0.3090656,0.3913094,0.3024532,0.3178402,0.2453315,0.4371954,0.3196673,0.3012708,0.2476705,0.3036545,0.2088305,0.1931213,0.2329039
0.2340485,0.3165792,0.3595862,0.4882693,0.4153832,0.2533564,0.2908951,0.3998663,0.3895806,0.3928038,0.3874857,0.2543674,0.3054625,0.2617147,0.363843,0.2299376,0.247954,0.3366473,0.4101594,0.3309376,0.3434869,0.2779352,0.4606391,0.3427489,0.3280996,0.2721863,0.3196291,0.2269565,0.2077052,0.2455311
0.2680785,0.3442301,0.3862108,0.5109194,0.4361776,0.2859887,0.3201633,0.4248714,0.4147939,0.4204314,0.4148101,0.2858336,0.3333054,0.2946486,0.388355,0.2589568,0.2790017,0.3662026,0.4381008,0.3591457,0.3662147,0.3065561,0.4870278,0.3750867,0.3551731,0.2970906,0.3456064,0.2506057,0.2298716,0.2675058
0.2792994,0.3528509,0.4007275,0.5194885,0.4356176,0.3145646,0.3422587,0.430711,0.4220831,0.4275858,0.4245204,0.3105635,0.3472254,0.3236362,0.3969036,0.2832261,0.2866031,0.3925307,0.4425134,0.3670268,0.3739466,0.3409507,0.4968869,0.3963217,0.3622296,0.3072262,0.3539816,0.2568338,0.2356227,0.2699824
0.2738491,0.3492263,0.3949523,0.5156453,0.4395995,0.3311774,0.3394569,0.4275794,0.4181342,0.4200763,0.4186341,0.3280565,0.3437807,0.3386333,0.3895376,0.2947972,0.2585564,0.405096,0.4345232,0.3629902,0.3728742,0.3434395,0.4942303,0.3865273,0.3563744,0.3049499,0.3549075,0.2266404,0.2051996,0.2403654
0.2575532,0.3408879,0.3824266,0.5065715,0.4415413,0.3287134,0.3278573,0.4190127,0.4153092,0.4095872,0.4090666,0.3275212,0.333482,0.3377983,0.3787805,0.2900406,0.226045,0.4000222,0.4226041,0.3547573,0.3635256,0.3196493,0.4852702,0.3767604,0.345376,0.2947163,0.3581939,0.1929255,0.1733062,0.2077769
