wavenumbers / centimeter^-1,absorbance / a.u.
1800.224,0.0
1799.742,0.0
1799.26,5.463409858445616e-06
1798.778,1.9427466516693144e-05
1798.296,2.8326758183538914e-05
1797.813,2.551094318429658e-05
1797.331,1.242985793699792e-05
1796.849,0.0
1796.367,8.474856328507738e-07
1795.885,3.4708726721314684e-05
1795.403,0.00010944268881128358
1794.921,0.00021968448821168673
1794.439,0.00034354478479004837
1793.956,0.0004471499795237416
1793.474,0.0004940404234310752
1792.992,0.0004619051200839188
1792.51,0.00035664679196018446
1792.028,0.0002152317275221534
1791.546,8.918325273463319e-05
1791.064,1.4162640302226893e-05
1790.582,0.0
1790.1,2.633780505592858e-05
1789.617,8.742325537076066e-05
1789.135,0.00016849232699976072
1788.653,0.0002577863739464774
1788.171,0.00034832396936094936
1787.689,0.0004321634928187868
1787.207,0.0005012464429124848
1786.725,0.0005467771764167328
1786.243,0.0005612548213155769
1785.76,0.0005421932119960811
1785.278,0.0004943628155160695
1784.796,0.00043192159765484666
1784.314,0.00037196421710012327
1783.832,0.00032822162823074267
1783.35,0.00030638211650181255
1782.868,0.0003030766224996614
1782.386,0.0003073837592224172
1781.904,0.00030424962857399443
1781.421,0.00028176634011536136
1780.939,0.000237103371711617
1780.457,0.0001803637106521901
1779.975,0.00012835004599764943
1779.493,9.733048765073454e-05
1779.011,9.400171058421801e-05
1778.529,0.00011493505073965297
1778.047,0.00014886034081097385
1777.565,0.0001834817945068198
1777.082,0.00021168364169584127
1776.6,0.00023401350005191127
1776.118,0.00025986725019968345
1775.636,0.00030250552861781944
1775.154,0.00037139033983376885
1774.672,0.0004631163028534502
1774.19,0.0005566315693696115
1773.708,0.0006163551932497121
1773.225,0.0006058973747051577
1772.743,0.000510668247112666
1772.261,0.0003559036254459488
1771.779,0.00019405699409121187
1771.297,7.554969157684902e-05
1770.815,2.311437062665119e-05
1770.333,3.4354272594844595e-05
1769.851,9.295402295802797e-05
1769.369,0.00017716700676828623
1768.886,0.0002661763018378142
1768.404,0.0003396075970323927
1767.922,0.00038627244860187874
1767.44,0.0004060954194177284
1766.958,0.00041116391234523233
1766.476,0.00041778096188367815
1765.994,0.000440944353944029
1765.512,0.0004896671955727716
1765.029,0.0005646770825313233
1764.547,0.0006569965308616784
1764.065,0.000745721539715305
1763.583,0.0008044696031984959
1763.101,0.0008091925754508175
1762.619,0.0007518550052984874
1762.137,0.0006457650266714736
1761.655,0.0005241038002581763
1761.173,0.00042306391829201404
1760.69,0.00036394635786895016
1760.208,0.0003512067990165879
1759.726,0.00037767638621682455
1759.244,0.00043394224220802153
1758.762,0.0005056491936556995
1758.28,0.0005767112042204562
1757.798,0.0006313265237787909
1757.316,0.0006598880943122576
1756.833,0.0006645631034519865
1756.351,0.0006579556052615362
1755.869,0.0006592112635685635
1755.387,0.0006841048201419071
1754.905,0.000743393050718375
1754.423,0.0008401530450844966
1753.941,0.0009706902465867724
1753.459,0.0011185807816218585
1752.977,0.0012530588745986197
1752.494,0.0013349279523192144
1752.012,0.0013277928598902445
1751.53,0.001216601096199487
1751.048,0.0010148484566756951
1750.566,0.0007641073184045536
1750.084,0.0005132614063437686
1749.602,0.00029857362758114233
1749.12,0.00013916962250897814
1748.637,4.031788293187583e-05
1748.155,0.0
1747.673,7.793618267427568e-06
1747.191,5.4572632338904456e-05
1746.709,0.00012586917884842112
1746.227,0.0002058992028013927
1745.745,0.0002818714542967664
1745.263,0.0003458976311275473
1744.781,0.00039560565469618815
1744.298,0.0004366016212405902
1743.816,0.00048214477025555237
1743.334,0.0005503241801078293
1742.852,0.000654733435096512
1742.37,0.0007984943284917098
1741.888,0.0009691029234066336
1741.406,0.0011420146790485832
1740.924,0.001283405356491383
1740.442,0.0013622498068068707
1739.959,0.0013637930864454119
1739.477,0.0013027878106502012
1738.995,0.0012199011109644015
1738.513,0.0011634686290105545
1738.031,0.0011754036059366535
1737.549,0.0012812736403836206
1737.067,0.0014897572617630084
1736.585,0.001782426855952186
1736.102,0.002110351200542147
1735.62,0.002389081224095769
1735.138,0.0025154641039099278
1734.656,0.002415583095543832
1734.174,0.0021129447807807736
1733.692,0.0017335491877243456
1733.21,0.001400519023383862
1732.728,0.0011584036374547649
1732.246,0.00099234517524293
1731.763,0.0008850187085540709
1731.281,0.0008274444251237436
1730.799,0.0008158970346534896
1730.317,0.0008463569489112668
1729.835,0.000910466479112474
1729.353,0.0009986320714160009
1728.871,0.0011004769296954799
1728.389,0.001207436145893458
1727.906,0.0013125122278455654
1727.424,0.001411039249452975
1726.942,0.0014986730565663964
1726.46,0.0015711896356486593
1725.978,0.0016235910441030881
1725.496,0.0016501687402085807
1725.014,0.0016473096580369145
1724.532,0.0016162710830638187
1724.05,0.0015661403953111074
1723.567,0.001511697218376639
1723.085,0.001472049963185085
1722.603,0.0014649081941540496
1722.121,0.0015030738713941953
1721.639,0.0015927416870105751
1721.157,0.0017324047610774648
1720.675,0.0019124131947379826
1720.193,0.002107324652237499
1719.71,0.0022748310116563805
1719.228,0.002357617750430214
1718.746,0.0022992467205373048
1718.264,0.002074609465366018
1717.782,0.0017176396542450418
1717.3,0.0013239761993455047
1716.818,0.0009915323025657414
1716.336,0.0007704946091453418
1715.854,0.0006595983830279817
1715.371,0.0006363968875202769
1714.889,0.0006761043692826967
1714.407,0.0007569153072144851
1713.925,0.0008598414310030927
1713.443,0.0009674101978261566
1712.961,0.0010662063716576319
1712.479,0.0011511104723048535
1711.997,0.0012230063248911353
1711.514,0.0012867708000784493
1711.032,0.0013484737927468501
