wavenumbers / centimeter^-1,absorbance / a.u.
1800.224,0.0
1799.742,0.0
1799.26,0.0
1798.778,1.7968276254484716e-05
1798.296,4.6869348212380535e-05
1797.813,7.447122517868776e-05
1797.331,9.490657493332888e-05
1796.849,0.000112333752771962
1796.367,0.00013898474938958683
1795.885,0.00019032790142799183
1795.403,0.00027673441707809325
1794.921,0.0003967979992522252
1794.439,0.000532207914810871
1793.956,0.000650408851835772
1793.474,0.0007136021523135843
1792.992,0.0006940530299722591
1792.51,0.0005911151469450131
1792.028,0.00043710912186130206
1791.546,0.0002846332597676842
1791.064,0.00017629556845281773
1790.582,0.00013053996018438756
1790.1,0.00014327979150498098
1789.617,0.00020066350176234024
1789.135,0.00028728515292717957
1788.653,0.0003895669931841782
1788.171,0.0004981436427230028
1787.689,0.0006028366771256809
1787.207,0.000693210626943646
1786.725,0.0007584956779240447
1786.243,0.0007888505444209153
1785.76,0.0007802677453956873
1785.278,0.0007376423123005398
1784.796,0.0006769464272901281
1784.314,0.000618162547525402
1783.832,0.0005770365437753854
1783.35,0.0005597654364515696
1782.868,0.0005611813165874117
1782.386,0.0005677204022062152
1781.904,0.0005619650985175199
1781.421,0.0005319982018565459
1780.939,0.00047766231870818333
1780.457,0.0004144909782944437
1779.975,0.0003653826087573978
1779.493,0.00035044539580556845
1779.011,0.0003753762396278785
1778.529,0.0004304977673514985
1778.047,0.0004962121580387949
1777.565,0.0005528526728816128
1777.082,0.0005898320368517233
1776.6,0.0006088415317446264
1776.118,0.0006245979168843993
1775.636,0.0006573723594301209
1775.154,0.0007227542679582796
1774.672,0.00081975178392691
1774.19,0.0009254087371943151
1773.708,0.000997513863388623
1773.225,0.0009915862650236237
1772.743,0.0008860416101100291
1772.261,0.0007045792642040791
1771.779,0.0005069472957576551
1771.297,0.0003561701660401359
1770.815,0.00028534987332107936
1770.333,0.0002936621971219508
1769.851,0.0003611740403782534
1769.369,0.0004604532966546917
1768.886,0.0005659100155685545
1768.404,0.0006534723025337554
1767.922,0.0007101025728282525
1767.44,0.0007358613624193957
1766.958,0.0007437201321264294
1766.476,0.0007507770330967192
1765.994,0.0007717087777836303
1765.512,0.0008157075199986177
1765.029,0.0008841599990552836
1764.547,0.0009697581267106205
1764.065,0.0010536174751191504
1763.583,0.001111472434599265
1763.101,0.001120374285589868
1762.619,0.0010714549745354691
1762.137,0.0009764687236502902
1761.655,0.0008666641992804043
1761.173,0.0007774568049707144
1760.69,0.0007294576406200355
1760.208,0.0007264935106874627
1759.726,0.000760208589033546
1759.244,0.0008195974367940541
1758.762,0.000889505573034844
1758.28,0.0009532744308637688
1757.798,0.0009953546485750482
1757.316,0.0010061312519083522
1756.833,0.0009893118360332232
1756.351,0.0009606553102347332
1755.869,0.0009430563773646528
1755.387,0.0009542408999856384
1754.905,0.001004269955871261
1754.423,0.0010953572987813815
1753.941,0.0012231322318733296
1753.459,0.0013717641340237913
1752.977,0.0015109030651711975
1752.494,0.001601271427053715
1752.012,0.0016038235207305896
1751.53,0.0014978374189166272
1751.048,0.0012904107309529723
1750.566,0.001017927435862126
1750.084,0.0007286393562349197
1749.602,0.00046284202590723966
1749.12,0.00024746836241439085
1748.637,9.632149763474929e-05
1748.155,1.473139066283935e-05
1747.673,0.0
1747.191,3.6814652014313665e-05
1746.709,0.0001134554512869073
1746.227,0.00020999302604358776
1745.745,0.0003086968571088221
1745.263,0.00039761807585029715
1744.781,0.0004712823681744197
1744.298,0.0005332743946708882
1743.816,0.0005950158953947834
1743.334,0.000673235286431352
1742.852,0.0007814702727252029
1742.37,0.0009242256615697494
1741.888,0.0010915633097712731
1741.406,0.001261630664438993
1740.924,0.0014034789450958658
1740.442,0.0014883302841862695
1739.959,0.0015031033248271587
1739.477,0.0014621739622802943
1738.995,0.0014043047734237507
1738.513,0.0013742802669030607
1738.031,0.0014110567346918134
1737.549,0.0015384909358613606
1737.067,0.001765449992644618
1736.585,0.002074871144152054
1736.102,0.002418733535791343
1735.62,0.0027132544574275056
1735.138,0.0028547488355060227
1734.656,0.002770712276270508
1734.174,0.00248642646233147
1733.692,0.002132242095199818
1733.21,0.0018338569888036761
1732.728,0.0016315825094627041
1732.246,0.0015008177713684324
1731.763,0.0014175337207732053
1731.281,0.0013741121390166717
1730.799,0.001372677372891526
1730.317,0.0014160457418634087
1729.835,0.0015001436409909485
1729.353,0.0016172913843238695
1728.871,0.0017564490740626763
1728.389,0.0019065628425692614
1727.906,0.0020569969860415142
1727.424,0.0021995297887907276
1726.942,0.0023278673728576536
1726.46,0.002437264649724623
1725.978,0.0025234719944836684
1725.496,0.0025818663218743956
1725.014,0.002610185449363067
1724.532,0.0026105183334845412
1724.05,0.0025922424612426255
1723.567,0.002570079248574263
1723.085,0.0025625424569402384
1722.603,0.002586283202652098
1722.121,0.002652076887898147
1721.639,0.0027644190067460522
1721.157,0.002920767979889686
1720.675,0.0031122306080640493
1720.193,0.0033163005499309804
1719.71,0.003496380553598393
1719.228,0.0036038015639620283
1718.746,0.003590404890688523
1718.264,0.0034351147039143257
1717.782,0.003166943564483861
1717.3,0.002867344944772997
1716.818,0.0026184186550243845
1716.336,0.0024604360146869755
1715.854,0.002391387229644746
1715.371,0.002394791615617304
1714.889,0.0024567240374689953
1714.407,0.0025665832503329756
1713.925,0.002712417591609201
1713.443,0.002877578738953848
1712.961,0.0030437634098079962
1712.479,0.0031979330881270317
1711.997,0.003334401118270349
1711.514,0.0034551521486444574
1711.032,0.003567635828523704
1710.55,0.003678745807605391
1710.068,0.0037926348532497326
1709.586,0.0039087879440729625
1709.104,0.004023422047776996
1708.622,0.004130692183883544
1708.14,0.004224329620142872
1707.658,0.0042965261480894
1707.175,0.004337992756363918
1706.693,0.004339062316641915
1706.211,0.00429735995635812
1705.729,0.0042256922922360735
1705.247,0.004156479594420712
1704.765,0.004131093074321607
1704.283,0.004182808887529766
1703.801,0.00433544467756841
1703.319,0.004602493445898564
1702.836,0.004986102822377294
1702.354,0.005456401566746382
1701.872,0.00594074465554067
1701.39,0.006329699823597693
1700.908,0.0065127041801493965
1700.426,0.006453488298849959
1699.944,0.0062267386622480905
1699.462,0.005965802036577239
1698.979,0.005759617865068029
1698.497,0.0056458777036377285
1698.015,0.005641165613372511
1697.533,0.005752791545160537
1697.051,0.0059672187253797665
1696.569,0.006250340258702636
1696.087,0.006561330688748299
1695.605,0.0068622926373105
1695.123,0.007118793246160561
1694.64,0.007300054166852584
1694.158,0.007403139870631386
1693.676,0.007456414717829452
1693.194,0.007505742619956299
1692.712,0.007586839797748428
1692.23,0.007711545223774353
1691.748,0.00786955101977823
1691.266,0.00803292123381189
1690.783,0.008174228416052911
1690.301,0.008278461509243638
1689.819,0.008352825224821298
1689.337,0.008423508353584077
1688.855,0.008526599645298326
1688.373,0.008697236038059136
1687.891,0.008958871959585626
1687.409,0.009319740301437394
1686.927,0.009767139686341837
1686.444,0.010266527360006463
1685.962,0.010751859513374994
1685.48,0.011131188531300792
1684.998,0.01131515215010435
1684.516,0.011279739011166934
1684.034,0.011118023629950465
1683.552,0.010968519750332355
1683.07,0.010897539402270373
1682.587,0.010880041184378261
1682.105,0.01088716899800413
1681.623,0.010918466495086421
1681.141,0.010988656022884655
1680.659,0.01110609527018343
1680.177,0.011266500153139515
1679.695,0.011460848018650036
1679.213,0.011682779796175519
1678.731,0.011931071727852917
1678.248,0.01220749891450945
1677.766,0.012509181706744404
1677.284,0.012817538356549054
1676.802,0.013097165567571966
1676.32,0.01329913537703314
1675.838,0.013385624912532293
1675.356,0.013354492132147809
1674.874,0.013250511299976904
1674.391,0.013136295232710973
1673.909,0.013054561834202482
1673.427,0.013022732424532186
1672.945,0.013040074984156439
1672.463,0.013098622979771978
1671.981,0.013177457043707793
1671.499,0.01324978861342764
1671.017,0.013289997004903853
1670.535,0.013288253039683937
1670.052,0.013260068826570685
1669.57,0.013240830898109191
1669.088,0.013266842208257964
1668.606,0.013348043694178451
1668.124,0.013470687172024176
1667.642,0.013613750828640922
1667.16,0.013766695817774337
1666.678,0.013930671391481499
1666.195,0.014112176318688073
1665.713,0.014315036472530579
1665.231,0.014528971914430413
1664.749,0.014728935655065865
1664.267,0.014882232684132485
1663.785,0.014959738682076897
1663.303,0.014955431717131639
1662.821,0.014893783221267304
1662.339,0.014825103239964624
1661.856,0.014793253341197686
1661.374,0.014815978945303216
1660.892,0.014887053229547333
1660.41,0.014989308193589578
1659.928,0.015106138355924555
1659.446,0.015223629757287508
1658.964,0.01533468199436957
1658.482,0.015438509030917764
1658.0,0.015542729085592448
1657.517,0.015664774654345272
1657.035,0.015829955359463986
1656.553,0.01606543788045012
1656.071,0.016389990229827334
1655.589,0.016797990944535244
1655.107,0.017242339316685243
1654.625,0.017623529117115122
1654.143,0.017802303406532924
1653.66,0.017686610261663654
1653.178,0.017364143016133107
1652.696,0.01707863996358905
1652.214,0.016923810781489284
1651.732,0.016788300954877346
1651.25,0.01658247254859164
1650.768,0.016332106434142672
1650.286,0.016114195048773906
1649.804,0.01598354672600146
1649.321,0.01595231150013377
1648.839,0.01598265159760936
1648.357,0.01600649292615928
1647.875,0.015961328839865636
1647.393,0.015838589308396826
1646.911,0.015709829707805698
1646.429,0.015672712248556736
1645.947,0.015770165313404264
1645.464,0.01595449587330222
1644.982,0.01614558038451129
1644.5,0.016288405622548935
1644.018,0.01637072842084926
1643.536,0.016411499331160536
1643.054,0.016436799110862304
1642.572,0.01646909498574458
1642.09,0.016517526955554647
1641.608,0.016576881476519804
1641.125,0.01663313841860179
1640.643,0.016672732137178757
1640.161,0.016691859110855974
1639.679,0.016700020692539667
1639.197,0.016717173262358696
1638.715,0.01676275724773559
1638.233,0.016842476068117285
1637.751,0.016936803614404403
1637.268,0.017000317421987793
1636.786,0.016980099742177804
1636.304,0.016854406055502313
1635.822,0.016669705633144336
1635.34,0.016512542556672585
1634.858,0.016437421548443864
1634.376,0.016425604398256907
1633.894,0.016431106122667495
1633.412,0.01642705434010768
1632.929,0.01641577921965915
1632.447,0.016412003108581423
1631.965,0.01642648091996616
1631.483,0.0164625058104372
1631.001,0.016513813704357675
1630.519,0.016565997041498293
1630.037,0.016601152076684642
1629.555,0.016602325013768418
1629.072,0.016560990525901598
1628.59,0.016481931885827403
1628.108,0.016387113405145565
1627.626,0.01630768782397697
1627.144,0.016269495618476904
1626.662,0.016284243513408275
1626.18,0.016345220398298412
1625.698,0.01643280516914531
1625.216,0.016517070706336283
1624.733,0.01656722376026424
1624.251,0.016561210612362286
1623.769,0.01649710156225582
1623.287,0.01639809585527851
1622.805,0.016301720203251914
1622.323,0.01623994691016258
1621.841,0.016221897349306295
1621.359,0.01624184388684917
1620.877,0.01629273641090137
1620.394,0.016376413352225186
1619.912,0.016496994881890714
1619.43,0.016650636500309943
1618.948,0.016818164138316688
1618.466,0.016956329038190956
1617.984,0.01700515216348236
1617.502,0.01690904845764755
1617.02,0.016652459245755
1616.537,0.01628260444498287
1616.055,0.015882815074017446
1615.573,0.015524806696394423
1615.091,0.015235675211099663
1614.609,0.01501293212421379
1614.127,0.01484388164639965
1613.645,0.01471595651083538
1613.163,0.014613501185041695
1612.681,0.014514935062319602
1612.198,0.014399851002414131
1611.716,0.014253487542517623
1611.234,0.014072175271686096
1610.752,0.013861271157368736
1610.27,0.013632019988331452
1609.788,0.013396229072175216
1609.306,0.013162110811362992
1608.824,0.012936326024948427
1608.341,0.012725133200632935
1607.859,0.01253543716398472
1607.377,0.012373369742835046
1606.895,0.012241279732717096
1606.413,0.012135907504619714
1605.931,0.012048165212859804
1605.449,0.011966497006931535
1604.967,0.011880421782580187
1604.485,0.011783388616815913
1604.002,0.011675198206607744
1603.52,0.011561416135661586
1603.038,0.011450509988825838
1602.556,0.01134934733876572
1602.074,0.011260358937400973
1601.592,0.01118122206623051
1601.11,0.011107216782446177
1600.628,0.011033852248593181
1600.145,0.010959375715586092
1599.663,0.010884450285098041
1599.181,0.010810860371181988
1598.699,0.010738786650417408
1598.217,0.010665926893399853
1597.735,0.010587060105776027
1597.253,0.010496726874613537
1596.771,0.010391883637738537
1596.289,0.010274413529396901
1595.806,0.010151046286512798
1595.324,0.010030616435029035
1594.842,0.009921379218246998
1594.36,0.009827104629948735
1593.878,0.009747042024139105
1593.396,0.009677119658521886
1592.914,0.00961320059822064
1592.432,0.009552831739573827
1591.949,0.009496063374000479
1591.467,0.009444255232459531
1590.985,0.009398120708043143
1590.503,0.009356307520372968
1590.021,0.009315541139276663
1589.539,0.009271753547748306
1589.057,0.00922233890522412
1588.575,0.009167457399186943
1588.093,0.009109996129618079
1587.61,0.009053719502364128
1587.128,0.00900096513708737
1586.646,0.008951097871791923
