"wavenumber","./Lazar 1.CSV","./Lazar 10.CSV","./Lazar 11.CSV","./Lazar 12.CSV","./Lazar 13.CSV","./Lazar 14.CSV","./Lazar 15.CSV","./Lazar 16.CSV","./Lazar 17.CSV","./Lazar 18.CSV","./Lazar 19.CSV","./Lazar 2.CSV","./Lazar 20.CSV","./Lazar 21.CSV","./Lazar 22.CSV","./Lazar 23.CSV","./Lazar 24.CSV","./Lazar 25.CSV","./Lazar 26.CSV","./Lazar 27.CSV","./Lazar 28.CSV","./Lazar 29.CSV","./Lazar 3.CSV","./Lazar 30.CSV","./Lazar 4.CSV","./Lazar 5.CSV","./Lazar 6.CSV","./Lazar 7.CSV","./Lazar 8.CSV","./Lazar 9.CSV"
800.3137,0,0.056466278100726,0,0.0683993900295981,0.055113898455225,0.0645453438326398,0.0647569745180082,0.0375050949539108,0,0.0435188980480169,0.0511798993944246,0.0543062660930575,0.119467181835447,0.0531931519847302,0.10876458875716,0.0567329374472961,0.0409661744611517,0.0581092196186783,0.072409696534168,0.0544103663901337,0.0145738620601592,0.0333332723968425,0.0158090618203121,0.0522385675075187,0.0752475315360667,0.0628369569788331,0.0613111242540463,0.0646117375503326,0.0648209060533024,0
800.7958,0,0.0602313098888107,0,0.0656963941933278,0.0571300032752949,0.0637409985234983,0.0578821536360664,0.0396657220086989,0,0.0455772097831965,0.0519408701402032,0.0570634245321579,0.116821621469379,0.0560822270712236,0.104833271920028,0.0600309728843626,0.0435835677364796,0.0588898082289454,0.0711380857644362,0.0558888988193956,0.0122093114133767,0.0339403291862475,0.0131518563265365,0.051103735886731,0.0717363620072067,0.0681831388812583,0.0604611354621749,0.0600065225485946,0.0561199161658567,0
801.278,0,0.0633412144266588,0,0.063296408328769,0.0588728586380846,0.0630439300179345,0.0514788156095415,0.0413889895577008,0,0.0471492261226324,0.0522989132012635,0.0594402455334798,0.114145100733222,0.0583264136505317,0.101096905038079,0.0626570229301181,0.0459038234423727,0.0595930993014627,0.0699267221193484,0.0572208227278858,0.0100642903918003,0.0342773899542399,0.0107460289497681,0.0500813034953469,0.0681893407768146,0.0725859200866505,0.0597420740168019,0.0555736584546442,0.0481396124068985,0
801.7601,0,0.0658265035507216,0,0.0611799264415924,0.0603497931365163,0.062444857421387,0.0455310683554252,0.0426968671252534,0,0.0482607170522677,0.0522778381813239,0.0614495673804052,0.111443563306081,0.0599597209392869,0.0975493815065234,0.0646450628197234,0.047935100303743,0.0602157387857124,0.0687728317721115,0.0584055626317425,0.00812947975842223,0.0343600799694544,0.00858078431061881,0.0491622818678534,0.0646162424930377,0.0760917982755242,0.0591420453945899,0.0513118635543876,0.0408516257184292,0
802.2422,0,0.0677176890971653,0,0.0593274425376929,0.0615681353633511,0.06193449983936,0.0400230197913119,0.0436113242355368,0,0.0489374525579041,0.0519014546840752,0.0631042283560961,0.108722952867322,0.0610161581539192,0.094184594720921,0.0660290677881011,0.0496855570452871,0.0607543726311112,0.0676736408960472,0.0594425430469799,0.00639556027643616,0.034204024500498,0.00664532702992558,0.048337682538833,0.0610268418043625,0.0787472711279906,0.0586491550722681,0.047219856134151,0.0342275870431989,0
802.7243,0,0.0690452829023118,0,0.0577194506228355,0.062535213911441,0.06150357637732,0.0349387778344351,0.0441543304128142,0,0.049205202625415,0.0511935723132118,0.0644170667438389,0.105989213096145,0.0615297345109631,0.0909964380766193,0.0668430130702999,0.051163352391826,0.0612056467871138,0.0666263756644075,0.0603311884896843,0.00485321270891726,0.0338248488159859,0.00492886172839309,0.0475985170428124,0.057430913359062,0.0805988363243808,0.0582515085265281,0.0432963544800039,0.0282391273235139,0
803.2064,0,0.06983979680243,0,0.0563364447028298,0.0632583573736068,0.0611428061407466,0.0302624504021543,0.0443478551813206,0,0.04908973724065,0.0501780006724278,0.065400920826877,0.103248287671811,0.0615344592269177,0.0879788049690409,0.0671208739013255,0.0523766450681375,0.0615662072031617,0.0656282622504689,0.0610709234759171,0.00349311781898187,0.033238178184531,0.00342059302677208,0.0469357969143374,0.0538382318054845,0.0816929915449506,0.0579372112340744,0.0395400768781056,0.0228578775018351,0
803.6885,0,0.0701317426337922,0,0.0551589187834919,0.0637448943426683,0.0608429082351206,0.0259781454118564,0.044213868065296,0,0.0486168263894662,0.0488785493654306,0.0660686288884524,0.100506120273599,0.0610643415182917,0.0851255887936269,0.0668966255161915,0.0533335937989951,0.0618326998286952,0.064676526827514,0.0616611725217364,0.00230595636975316,0.0324596378747546,0.00210972554582063,0.0463405336879573,0.0502585717920051,0.0820762344699618,0.0576943686716122,0.0359497416146405,0.0180554685206523,0
804.1707,0,0.0699516322326798,0,0.0541673668706117,0.0640021534114565,0.0605946017659163,0.0220699707808356,0.0437743385889791,0,0.0478122400577128,0.0473190279959012,0.0664330292118229,0.0977686545807313,0.0601533906015859,0.082430682945758,0.0662042431499092,0.054042357309194,0.0620017706131608,0.0637683955688056,0.0621013601432141,0.00128240912432824,0.0315048531552621,0.000985463906268183,0.0458037388982087,0.0467017079669229,0.0817950627796875,0.0575110863158413,0.0325240669757162,0.0138035313223508,0
804.6528,0,0.0693299774353713,0,0.0533422829700049,0.0640374631727933,0.0603886058386143,0.0185220344264823,0.0430512362766145,0,0.0467017482312527,0.0455232461675538,0.0665069600802334,0.0950418342724927,0.0588356156933163,0.0798879808208792,0.0650777020374994,0.054511094323509,0.0620700655059993,0.0629010946476278,0.0623909108564092,0.000413156845830385,0.0303894492946791,3.70127288728421e-05,0.0453164240796413,0.0431774149786202,0.0808959741543981,0.0573754696434665,0.0292617712475221,0.0100736968494226,0
805.1349,0,0.0682972900781448,0,0.0526641610874703,0.063858152219506,0.060215639558691,0.0153184442661223,0.0420665306524413,0,0.0453111208959377,0.0435150134840782,0.0663032597769362,0.0923316030281249,0.057145026009986,0.0774913758143917,0.0635509774139739,0.0547479635667279,0.0620342304566554,0.0620718502372501,0.0625292491773887,0.000311119702634383,0.0291290515616162,0.000746423365626151,0.044869600766796,0.039695467475422,0.0794254662743628,0.0572756241311894,0.0261615727161921,0.00683759604428862,0
805.617,0,0.0668840819972742,0,0.0521134952288107,0.0634715491444187,0.060066422031624,0.0124433082170939,0.0408421912406964,0,0.0436661280376181,0.0413181395491653,0.0658347665851797,0.0896439045268755,0.0551156307680963,0.0752347613217042,0.0616580445143416,0.0547611237636342,0.0618909114145718,0.0612778885109443,0.0625157996222173,0.000899739757956137,0.0277392852246847,0.00137563975648524,0.0444542804942154,0.0362656401056614,0.0774300368198445,0.0571996552557126,0.023222189667869,0.00406685984938491,0
806.0991,0,0.0651208650290464,0,0.0516707793998336,0.0628849825403596,0.059931672362892,0.00988073419676043,0.0394001875656284,0,0.0417925396421592,0.0389564339665262,0.065114318788217,0.086984682448016,0.0527814391841668,0.0731120307382454,0.0594328785736289,0.0545587336390118,0.0616367543291929,0.0605164356419894,0.0623499867069595,0.00136202255701995,0.0262357755525086,0.00186143182295556,0.0440614747964456,0.0328977075177021,0.0749561834711253,0.0571356684937391,0.0204423403887217,0.00173311920717113,0
806.5812,0,0.0630381510097305,0,0.0513165076063402,0.0621057810001512,0.059802109657972,0.00761483012245232,0.03776248915147,0,0.039716125695406,0.0364537063398449,0.0641547546692946,0.0843598804707863,0.050176460474692,0.0711170774594177,0.0569094548268383,0.0541489519176436,0.0612684051499606,0.0597847178036549,0.0620312349476796,0.00170728733671737,0.0246341478136946,0.00221459494429511,0.043682195208028,0.0296014443598674,0.0720504039084613,0.0570717693219712,0.017820743164885,0.00019199493992396,0
807.0634,0,0.0606664517756036,0,0.0510311738541354,0.0611412731166184,0.0596684530223417,0.00562970391151782,0.0359510655224618,0,0.0374626561832134,0.033833766272819,0.0629689125116614,0.0817754422744425,0.0473347038561787,0.0692437948806371,0.0541217485089837,0.0535399373243126,0.0607825098263179,0.0590799611692153,0.0615589688604413,0.00194485333393629,0.0229500272768583,0.00244592449975796,0.0433074532635065,0.0263866252805014,0.0687591958121209,0.0569960632171116,0.0153561162825117,0.00173685164945453,0
807.5455,0,0.0580362791629537,0,0.0507952721490241,0.0599987874825908,0.0595214215614797,0.00390946348131004,0.0339878862028516,0,0.0350579010914456,0.0311204233691562,0.0615696305985726,0.0792373115382497,0.0442901785451454,0.0674860763973258,0.0511037348550911,0.0527398485838051,0.0601757143077104,0.0583993919119474,0.0609326129613115,0.00208403978556457,0.0211990392106215,0.00256621586859832,0.0429282604974261,0.0232630249279593,0.0651290568623867,0.0568966556558633,0.013047178027762,0.00292981997897214,0
808.0276,0,0.0551781450080504,0,0.0505892964968097,0.0586856526908903,0.0593517343808632,0.00243821674916819,0.0318949207168737,0,0.0325276304059497,0.0283374872325446,0.0599697472132738,0.0767514319414538,0.0410768937580891,0.0658378154048919,0.0478893891001651,0.0517568444209026,0.0594446645435795,0.0577402362051226,0.0601515917663529,0.00213416592849155,0.0193968088835936,0.00258626443007176,0.0425356284443293,0.0202404179505725,0.0612064847395163,0.0567616521149287,0.0108926466867785,0.00379926898603879,0
808.5097,0,0.0521225611471722,0,0.0503937409032962,0.0572091973343426,0.0591501105859699,0.00120007163243889,0.0296941385887691,0,0.0298976141125813,0.0255087674666819,0.0581821006390149,0.0743237471633107,0.0377288587115174,0.064292905298751,0.0445126864792204,0.0505990835603888,0.0585860064833684,0.0570997202220154,0.0592153297916301,0.00210455099960567,0.0175589615643902,0.00251686556343301,0.0421205686387598,0.0173285789966847,0.0570379771237794,0.0565791580710102,0.00889124054571292,0.00437356772821065,0
808.9918,0,0.0489000394165988,0,0.050189099374288,0.0555767500057739,0.058907269282278,0.000179136048468677,0.0274075093427798,0,0.027193622197197,0.0226580736752671,0.0562195291590471,0.0719602008830768,0.0342800826219391,0.0628452394743188,0.0410076022272736,0.0492747247270479,0.0575963860765211,0.0564750701359,0.0581232515532083,0.00200451423579556,0.0157011225216276,0.00236881464793699,0.0416740926152614,0.0145372827146399,0.0526700316954477,0.0563372790008108,0.00704167789071731,0.00468108526304438,0
809.4739,0,0.0455410916526061,0,0.0499558659155889,0.0537956392980085,0.0586139295752649,0.000640482085397403,0.0250570025031446,0,0.0244414246456499,0.0198092154619954,0.0540948710566187,0.0696667367800052,0.030764574705859,0.0614887113270089,0.0374081115793365,0.0477919266456628,0.0564724492724799,0.05586351212005,0.0568747815671512,0.00184337487394978,0.0138389170239196,0.0021529070628385,0.0411872119083774,0.0118763037527789,0.0481491461347871,0.0560241203810328,0.00534267700794124,0.00475019064809722,0
809.9561,0,0.0420762296914745,0,0.0496745345330033,0.0518731938038734,0.0582608105704087,0.00127467485181308,0.022664587594106,0,0.0216667914437969,0.0169860024305659,0.0518209646149813,0.0674492985333526,0.0272163441797864,0.060217214252237,0.0337481897704262,0.0461588480410182,0.0552108420206894,0.0552622723477398,0.0554693443495243,0.00163045215095709,0.0119879703398827,0.00187993818739262,0.0406509380526518,0.00935541675944587,0.0435218181220703,0.0556277876883793,0.0037929561835367,0.00460925294092624,0
810.4382,0,0.0385359653694815,0,0.049325599232335,0.0498167421161935,0.0578386313731871,0.00173933433343296,0.0202522341399041,0,0.0188954925774927,0.0142122441846752,0.0494106481173845,0.0653138298223732,0.0236694002602276,0.0590246416454174,0.0300618120355564,0.0443836476378977,0.0538082102705923,0.0546685769922432,0.0539063644163921,0.00137506530370612,0.0101639077381318,0.00156070340085428,0.0400562825826282,0.00698439638298268,0.0388345453375654,0.0551363863995526,0.00239123370365406,0.0042866411990887,0
810.9203,0,0.0354674979074708,0,0.0482483612593829,0.0474264064388601,0.0576792309975232,0.00265907592263157,0.0182954866943795,0,0.0166272484347409,0.0119035085071517,0.0468429347341655,0.0629502548668139,0.0207916838663635,0.0575169039475321,0.0267808414012781,0.0423983032198144,0.0518144873257688,0.0551896585897134,0.0517632498751688,0.000777557578554196,0.00868780343356165,0,0.038752792038354,0.00467551982672958,0.0349024438701867,0.054328778631248,0.000836532061595131,0.00441055457130258,0
811.4024,0,0.0323777006925664,0,0.0469860505461814,0.0448694111634804,0.0571891604366881,0.00333288422379167,0.0163544160796439,0,0.0143888738240873,0.0096944772074094,0.0441499639980548,0.0608042700133731,0.0179361063496842,0.0561659125125698,0.0234660224020925,0.0402737465027559,0.049638405309221,0.0553894746424049,0.0494373659056058,0,0.0072626026434265,0,0.0377212240693307,0.00257081634457442,0.0310017806429264,0.053220472508612,0.000529736918082724,0.00421574057174377,0
