Wavenumber,Intensity
802.2422,0.1583115
809.9561,0.1437574
817.6699,0.123215
825.3838,0.10181
833.0977,0.08035988
840.8115,0.06284025
848.5254,0.04478969
856.2393,0.02977684
863.9531,0.0216364
871.667,0.01837004
879.3809,0.01438446
887.0947,0.01451572
894.8086,0.02173736
902.5225,0.01837589
910.2363,0.004753127
917.9502,0.0
925.6641,0.00181839
933.3779,0.01027914
941.0918,0.03183581
948.8057,0.06417998
956.5195,0.1057691
964.2334,0.1522368
971.9473,0.2063149
979.6611,0.2651877
987.375,0.3151442
995.0889,0.3666782
1002.803,0.4316857
1010.517,0.5254351
1018.23,0.6330754
1025.944,0.7616447
1033.658,0.8830659
1041.372,1.0
1049.086,0.9821897
1056.8,0.8912128
1064.514,0.8601802
1072.228,0.8688943
1079.941,0.8470913
1087.655,0.7656889
1095.369,0.6695514
1103.083,0.5915954
1110.797,0.5366198
1118.511,0.4833326
1126.225,0.4350796
1133.938,0.3809253
1141.652,0.342552
1149.366,0.3192918
1157.08,0.2733757
1164.794,0.2046859
1172.508,0.1329195
1180.222,0.07759597
1187.936,0.0457138
1195.649,0.04607569
1203.363,0.07239353
1211.077,0.09834851
1218.791,0.1206952
1226.505,0.1425516
1234.219,0.1686728
1241.933,0.191668
1249.646,0.1991154
1257.36,0.1907124
1265.074,0.179086
1272.788,0.163542
1280.502,0.1482775
1288.216,0.1416006
1295.93,0.1426809
1303.644,0.1497582
1311.357,0.1598565
1319.071,0.1687033
1326.785,0.1746561
1334.499,0.1829559
1342.213,0.1993856
1349.927,0.2251539
1357.641,0.2533564
1365.354,0.2859887
1373.068,0.3145646
1380.782,0.3311774
1388.496,0.3287134
1396.21,0.3277159
1403.924,0.3409258
1411.638,0.351427
1419.352,0.3464676
1427.065,0.3142806
1434.779,0.2749187
1442.493,0.2395131
1450.207,0.2131999
1457.921,0.1919745
1465.635,0.1661529
1473.349,0.1001347
1481.063,0.02836261
1488.776,4.5706e-08
1496.49,0.007502343
1504.204,0.02290287
1511.918,0.04470552
1519.632,0.05780829
1527.346,0.08868703
1535.06,0.1233905
1542.773,0.1702535
1550.487,0.2179697
1558.201,0.2796021
1565.915,0.3462999
1573.629,0.4478276
1581.343,0.5668232
1589.057,0.6852381
1596.771,0.7836329
1604.484,0.8387649
1612.198,0.8574901
1619.912,0.8545121
1627.626,0.8248941
1635.34,0.7790603
1643.054,0.7221623
1650.768,0.665167
1658.481,0.5908295
1666.195,0.5078183
1673.909,0.4254437
1681.623,0.3419918
1689.337,0.2793973
1697.051,0.2414127
1704.765,0.2257994
1712.479,0.2340165
1720.192,0.2555872
1727.906,0.2552809
1735.62,0.2517865
1743.334,0.2140051
1751.048,0.1723159
1758.762,0.1323167
1766.476,0.1008677
1774.189,0.07108951
1781.903,0.04737343
1789.617,0.02327206
1797.331,4.5706e-08
