Wavenumber,Intensity
802.2422,0.08102609
809.9561,0.08171403
817.6699,0.06735115
825.3838,0.05033981
833.0977,0.03338292
840.8115,0.02044539
848.5254,0.006303093
856.2393,8.216531e-08
863.9531,0.001179949
871.667,0.008185445
879.3809,0.01663012
887.0947,0.0315892
894.8086,0.04704843
902.5225,0.05089016
910.2363,0.04718154
917.9502,0.05120008
925.6641,0.05642366
933.3779,0.07346886
941.0918,0.1117886
948.8057,0.1670137
956.5195,0.219419
964.2334,0.278253
971.9473,0.3411162
979.6611,0.405858
987.375,0.4598314
995.0889,0.5218304
1002.803,0.5982602
1010.517,0.6843685
1018.23,0.7476509
1025.944,0.8064396
1033.658,0.8198283
1041.372,0.8365575
1049.086,0.7778815
1056.8,0.7133923
1064.514,0.6892539
1072.228,0.6743824
1079.941,0.6258177
1087.655,0.5506917
1095.369,0.4746198
1103.083,0.4087882
1110.797,0.3544962
1118.511,0.3090592
1126.225,0.2807734
1133.938,0.2649122
1141.652,0.2664791
1149.366,0.2604031
1157.08,0.2121467
1164.794,0.1428362
1172.508,0.06611955
1180.222,0.01513471
1187.936,2.738844e-08
1195.649,0.02206952
1203.363,0.06350965
1211.077,0.09742202
1218.791,0.1291849
1226.505,0.1633621
1234.219,0.1932129
1241.933,0.2151595
1249.646,0.2249502
1257.36,0.2232564
1265.074,0.2150561
1272.788,0.2048947
1280.502,0.2009952
1288.216,0.2053192
1295.93,0.2136857
1303.644,0.2318238
1311.357,0.2558335
1319.071,0.2820982
1326.785,0.3221868
1334.499,0.3734689
1342.213,0.3851206
1349.927,0.3720532
1357.641,0.3895806
1365.354,0.4147939
1373.068,0.4220831
1380.782,0.4181342
1388.496,0.4153092
1396.21,0.4225691
1403.924,0.4493031
1411.638,0.4702376
1419.352,0.4803532
1427.065,0.4685388
1434.779,0.4412491
1442.493,0.3940454
1450.207,0.3442048
1457.921,0.2971272
1465.635,0.2397259
1473.349,0.1660906
1481.063,0.119366
1488.776,0.1073567
1496.49,0.1372113
1504.204,0.1715264
1511.918,0.2223754
1519.632,0.2612606
1527.346,0.3119247
1535.06,0.3650989
1542.773,0.4348827
1550.487,0.5023535
1558.201,0.5820838
1565.915,0.666564
1573.629,0.7784073
1581.343,0.8852326
1589.057,0.9624599
1596.771,1.0
1604.484,0.9926233
1612.198,0.9645666
1619.912,0.9311414
1627.626,0.8894163
1635.34,0.8384147
1643.054,0.7809685
1650.768,0.7236412
1658.481,0.6450028
1666.195,0.5561166
1673.909,0.4701671
1681.623,0.3794109
1689.337,0.3085855
1697.051,0.2653244
1704.765,0.2320554
1712.479,0.2256009
1720.192,0.2385917
1727.906,0.2266691
1735.62,0.2205356
1743.334,0.1748601
1751.048,0.1390047
1758.762,0.1003126
1766.476,0.07121621
1774.189,0.04784716
1781.903,0.02873146
1789.617,0.01637837
1797.331,0.0
