Wavenumber,Intensity
802.2422,0.1008322
809.9561,0.09720366
817.6699,0.08158112
825.3838,0.06287007
833.0977,0.04279943
840.8115,0.02573599
848.5254,0.008351144
856.2393,0.0
863.9531,0.001730755
871.667,0.01174803
879.3809,0.01838918
887.0947,0.02864941
894.8086,0.046725
902.5225,0.05249869
910.2363,0.05185958
917.9502,0.06102446
925.6641,0.07016733
933.3779,0.09133551
941.0918,0.1403649
948.8057,0.2068595
956.5195,0.2767573
964.2334,0.3500407
971.9473,0.4230354
979.6611,0.4877547
987.375,0.5400978
995.0889,0.6112127
1002.803,0.7101733
1010.517,0.8157738
1018.23,0.891592
1025.944,0.9521525
1033.658,0.9854997
1041.372,1.0
1049.086,0.9318174
1056.8,0.8532721
1064.514,0.8235087
1072.228,0.8096955
1079.941,0.7535502
1087.655,0.6644036
1095.369,0.5654444
1103.083,0.4766482
1110.797,0.4133639
1118.511,0.3713859
1126.225,0.3509406
1133.938,0.3349786
1141.652,0.3315003
1149.366,0.3173583
1157.08,0.2636428
1164.794,0.1871248
1172.508,0.09242961
1180.222,0.02667074
1187.936,0.0
1195.649,0.01511424
1203.363,0.05727028
1211.077,0.09974591
1218.791,0.1372758
1226.505,0.1766192
1234.219,0.2159448
1241.933,0.2452795
1249.646,0.2553498
1257.36,0.2502648
1265.074,0.2339762
1272.788,0.2162249
1280.502,0.2064627
1288.216,0.2064849
1295.93,0.2107148
1303.644,0.2240961
1311.357,0.2453423
1319.071,0.2724931
1326.785,0.3003204
1334.499,0.3327098
1342.213,0.3490335
1349.927,0.3653746
1357.641,0.3928038
1365.354,0.4204314
1373.068,0.4275858
1380.782,0.4200763
1388.496,0.4095872
1396.21,0.4118853
1403.924,0.4307651
1411.638,0.4458195
1419.352,0.4437461
1427.065,0.4213359
1434.779,0.3866242
1442.493,0.3464263
1450.207,0.309956
1457.921,0.2724743
1465.635,0.2177315
1473.349,0.1446575
1481.063,0.09080891
1488.776,0.0679765
1496.49,0.08020727
1504.204,0.0993978
1511.918,0.1326437
1519.632,0.1629736
1527.346,0.2056885
1535.06,0.2582168
1542.773,0.3259494
1550.487,0.3964754
1558.201,0.4800172
1565.915,0.5717108
1573.629,0.6885185
1581.343,0.8070351
1589.057,0.9005843
1596.771,0.9570137
1604.484,0.9629946
1612.198,0.9395568
1619.912,0.9000148
1627.626,0.855208
1635.34,0.8119449
1643.054,0.7611192
1650.768,0.7044851
1658.481,0.6274148
1666.195,0.5409752
1673.909,0.4524078
1681.623,0.368405
1689.337,0.2992541
1697.051,0.2623241
1704.765,0.2471919
1712.479,0.2581141
1720.192,0.2813904
1727.906,0.2743919
1735.62,0.2646782
1743.334,0.2170967
1751.048,0.166464
1758.762,0.117529
1766.476,0.08112293
1774.189,0.05375398
1781.903,0.03344889
1789.617,0.0140107
1797.331,0.0
