Wavenumber,Intensity
802.2422,0.111518
809.9561,0.09967756
817.6699,0.08331064
825.3838,0.0662564
833.0977,0.04888025
840.8115,0.03484866
848.5254,0.02004635
856.2393,0.009063962
863.9531,0.003384798
871.667,0.003073411
879.3809,0.001994302
887.0947,0.004584237
894.8086,0.01314959
902.5225,0.01225911
910.2363,0.001294624
917.9502,3.119802e-08
925.6641,0.004480161
933.3779,0.01585552
941.0918,0.03895641
948.8057,0.07506004
956.5195,0.1167145
964.2334,0.1652474
971.9473,0.2198229
979.6611,0.2806174
987.375,0.3325783
995.0889,0.3881901
1002.803,0.4583751
1010.517,0.5568051
1018.23,0.6651807
1025.944,0.7866209
1033.658,0.9081346
1041.372,1.0
1049.086,0.9676787
1056.8,0.8778273
1064.514,0.8431395
1072.228,0.8423237
1079.941,0.8081873
1087.655,0.7230632
1095.369,0.6225048
1103.083,0.545402
1110.797,0.4878927
1118.511,0.435793
1126.225,0.3878531
1133.938,0.3355044
1141.652,0.2974552
1149.366,0.2756252
1157.08,0.2317283
1164.794,0.1703775
1172.508,0.1055626
1180.222,0.05647123
1187.936,0.02820467
1195.649,0.03139254
1203.363,0.05742552
1211.077,0.08248165
1218.791,0.1027544
1226.505,0.1239028
1234.219,0.1475262
1241.933,0.1681854
1249.646,0.1738134
1257.36,0.1669296
1265.074,0.1549175
1272.788,0.1407684
1280.502,0.1266872
1288.216,0.1215046
1295.93,0.1230294
1303.644,0.1301454
1311.357,0.1402314
1319.071,0.1493974
1326.785,0.1557696
1334.499,0.1651523
1342.213,0.1811763
1349.927,0.2045543
1357.641,0.2299376
1365.354,0.2589568
1373.068,0.2832261
1380.782,0.2947972
1388.496,0.2900406
1396.21,0.2865854
1403.924,0.2953424
1411.638,0.3007025
1419.352,0.291319
1427.065,0.2611292
1434.779,0.2269093
1442.493,0.1961959
1450.207,0.1752984
1457.921,0.1570591
1465.635,0.1296555
1473.349,0.06948511
1481.063,0.01971877
1488.776,0.0
1496.49,0.00957536
1504.204,0.02547849
1511.918,0.04708796
1519.632,0.06061867
1527.346,0.08882111
1535.06,0.1211812
1542.773,0.1651726
1550.487,0.2084626
1558.201,0.2643948
1565.915,0.3271862
1573.629,0.4161101
1581.343,0.5193175
1589.057,0.6160765
1596.771,0.6923926
1604.484,0.7278458
1612.198,0.7337416
1619.912,0.7211821
1627.626,0.6882825
1635.34,0.6441819
1643.054,0.595286
1650.768,0.5446695
1658.481,0.4810121
1666.195,0.4122728
1673.909,0.3433667
1681.623,0.2757953
1689.337,0.2256177
1697.051,0.2003589
1704.765,0.1915849
1712.479,0.203131
1720.192,0.2254776
1727.906,0.2258928
1735.62,0.2234651
1743.334,0.1869395
1751.048,0.1487323
1758.762,0.1124683
1766.476,0.08322294
1774.189,0.0591975
1781.903,0.03823832
1789.617,0.01830694
1797.331,0.0
