Wavenumber,Intensity
802.2422,0.1143037
809.9561,0.1122154
817.6699,0.09689605
825.3838,0.07679075
833.0977,0.05596352
840.8115,0.0392362
848.5254,0.0199204
856.2393,0.006081667
863.9531,8.185131e-08
871.667,0.002951182
879.3809,0.003866116
887.0947,0.01138082
894.8086,0.0233134
902.5225,0.0242671
910.2363,0.01792987
917.9502,0.01526463
925.6641,0.0110559
933.3779,0.0166911
941.0918,0.0419051
948.8057,0.08339874
956.5195,0.1282616
964.2334,0.1799867
971.9473,0.2392354
979.6611,0.3037952
987.375,0.3606811
995.0889,0.4253115
1002.803,0.5228273
1010.517,0.6446582
1018.23,0.7508689
1025.944,0.8350869
1033.658,0.9182168
1041.372,0.9663756
1049.086,0.9425742
1056.8,0.8826229
1064.514,0.849952
1072.228,0.842144
1079.941,0.7900969
1087.655,0.7043189
1095.369,0.6116484
1103.083,0.522846
1110.797,0.4492171
1118.511,0.3895924
1126.225,0.3513393
1133.938,0.3286282
1141.652,0.3261839
1149.366,0.3207491
1157.08,0.267235
1164.794,0.1881145
1172.508,0.09360206
1180.222,0.02834476
1187.936,8.185131e-08
1195.649,0.01070646
1203.363,0.044144
1211.077,0.07552487
1218.791,0.1064965
1226.505,0.1426758
1234.219,0.1815637
1241.933,0.2114779
1249.646,0.2218105
1257.36,0.2182148
1265.074,0.2056572
1272.788,0.1885381
1280.502,0.1752484
1288.216,0.1685263
1295.93,0.1679416
1303.644,0.176228
1311.357,0.1923747
1319.071,0.216481
1326.785,0.2563843
1334.499,0.3112313
1342.213,0.3277791
1349.927,0.3196673
1357.641,0.3427489
1365.354,0.3750867
1373.068,0.3963217
1380.782,0.3865273
1388.496,0.3767604
1396.21,0.3850561
1403.924,0.4093948
1411.638,0.434784
1419.352,0.4488519
1427.065,0.444487
1434.779,0.4188391
1442.493,0.3712028
1450.207,0.3182726
1457.921,0.2675041
1465.635,0.2055653
1473.349,0.128599
1481.063,0.07176345
1488.776,0.04997518
1496.49,0.06476703
1504.204,0.08943661
1511.918,0.1271743
1519.632,0.1599021
1527.346,0.204244
1535.06,0.2573307
1542.773,0.3299586
1550.487,0.4000021
1558.201,0.4838914
1565.915,0.5777178
1573.629,0.6945919
1581.343,0.8204495
1589.057,0.922541
1596.771,0.9876615
1604.484,1.0
1612.198,0.9788463
1619.912,0.9415005
1627.626,0.9014137
1635.34,0.852052
1643.054,0.7972799
1650.768,0.7358817
1658.481,0.6566224
1666.195,0.5687056
1673.909,0.4779856
1681.623,0.3918847
1689.337,0.3228233
1697.051,0.2867951
1704.765,0.2672035
1712.479,0.2666996
1720.192,0.276428
1727.906,0.2662806
1735.62,0.2544924
1743.334,0.2157707
1751.048,0.1571658
1758.762,0.1076962
1766.476,0.07330929
1774.189,0.04840115
1781.903,0.02879125
1789.617,0.01208887
1797.331,0.0
