Wavenumber,Intensity
802.2422,0.09639702
809.9561,0.0961107
817.6699,0.08345638
825.3838,0.06702124
833.0977,0.04950607
840.8115,0.03474432
848.5254,0.01681126
856.2393,0.007245084
863.9531,3.482036e-08
871.667,0.001439044
879.3809,0.0006034253
887.0947,0.00607642
894.8086,0.01535261
902.5225,0.01777411
910.2363,0.01220875
917.9502,0.008428929
925.6641,0.002675492
933.3779,0.00572622
941.0918,0.02512655
948.8057,0.06010188
956.5195,0.09326079
964.2334,0.1306941
971.9473,0.1733588
979.6611,0.2201704
987.375,0.2542307
995.0889,0.2993625
1002.803,0.3699248
1010.517,0.462785
1018.23,0.533852
1025.944,0.6030506
1033.658,0.6355948
1041.372,0.6790023
1049.086,0.6564498
1056.8,0.6090041
1064.514,0.5934592
1072.228,0.5948704
1079.941,0.5635011
1087.655,0.5108514
1095.369,0.4488745
1103.083,0.3830804
1110.797,0.3273058
1118.511,0.2870177
1126.225,0.2630146
1133.938,0.2491459
1141.652,0.2494031
1149.366,0.2430166
1157.08,0.1967407
1164.794,0.1340774
1172.508,0.06717594
1180.222,0.02059168
1187.936,3.482036e-08
1195.649,0.007609908
1203.363,0.03400277
1211.077,0.06119622
1218.791,0.08587763
1226.505,0.1115662
1234.219,0.1351127
1241.933,0.1525528
1249.646,0.1621002
1257.36,0.1640379
1265.074,0.1607126
1272.788,0.1526736
1280.502,0.1480752
1288.216,0.1483998
1295.93,0.151891
1303.644,0.1630301
1311.357,0.180936
1319.071,0.2069032
1326.785,0.2500756
1334.499,0.3066978
1342.213,0.3176432
1349.927,0.3036545
1357.641,0.3196291
1365.354,0.3456064
1373.068,0.3539816
1380.782,0.3549075
1388.496,0.3581939
1396.21,0.3683714
1403.924,0.3945958
1411.638,0.4190677
1419.352,0.4348124
1427.065,0.4323397
1434.779,0.4106722
1442.493,0.366036
1450.207,0.3148811
1457.921,0.2666068
1465.635,0.209828
1473.349,0.1400001
1481.063,0.0919705
1488.776,0.07598321
1496.49,0.09272345
1504.204,0.1179789
1511.918,0.1567462
1519.632,0.1900547
1527.346,0.2348628
1535.06,0.2875705
1542.773,0.3596748
1550.487,0.4317522
1558.201,0.5174888
1565.915,0.6162603
1573.629,0.7360082
1581.343,0.8578124
1589.057,0.9495515
1596.771,1.0
1604.484,0.9981068
1612.198,0.9660076
1619.912,0.9221123
1627.626,0.8741707
1635.34,0.8221696
1643.054,0.7646193
1650.768,0.7055206
1658.481,0.6276042
1666.195,0.5417255
1673.909,0.4550967
1681.623,0.3679467
1689.337,0.2941447
1697.051,0.2467987
1704.765,0.2128404
1712.479,0.2035334
1720.192,0.2111231
1727.906,0.2006983
1735.62,0.193786
1743.334,0.158803
1751.048,0.1256626
1758.762,0.09206184
1766.476,0.06480216
1774.189,0.04442599
1781.903,0.02731939
1789.617,0.01201903
1797.331,0.0
