Wavenumber,Intensity
802.2422,0.1277884
809.9561,0.1178688
817.6699,0.1019998
825.3838,0.08674715
833.0977,0.06665576
840.8115,0.04802399
848.5254,0.02795051
856.2393,0.01358264
863.9531,0.00639674
871.667,0.007275623
879.3809,0.00571984
887.0947,0.007153581
894.8086,0.01430831
902.5225,0.01336363
910.2363,0.005751719
917.9502,0.002431846
925.6641,0.0
933.3779,0.00347682
941.0918,0.02535546
948.8057,0.06278061
956.5195,0.108671
964.2334,0.1582865
971.9473,0.2150487
979.6611,0.2697119
987.375,0.3158338
995.0889,0.3728938
1002.803,0.4750872
1010.517,0.5989278
1018.23,0.7208686
1025.944,0.8038253
1033.658,0.9449354
1041.372,1.0
1049.086,0.9809785
1056.8,0.9215211
1064.514,0.8881987
1072.228,0.8870577
1079.941,0.8394545
1087.655,0.7442931
1095.369,0.6266765
1103.083,0.5238581
1110.797,0.4468474
1118.511,0.394309
1126.225,0.3642194
1133.938,0.343309
1141.652,0.3272585
1149.366,0.3180636
1157.08,0.2714331
1164.794,0.1992454
1172.508,0.1087775
1180.222,0.04075623
1187.936,0.005920629
1195.649,0.005952853
1203.363,0.03081215
1211.077,0.0598039
1218.791,0.08564475
1226.505,0.1148891
1234.219,0.1460728
1241.933,0.1731599
1249.646,0.1831879
1257.36,0.1793132
1265.074,0.164126
1272.788,0.1474927
1280.502,0.134758
1288.216,0.130812
1295.93,0.1319875
1303.644,0.1403757
1311.357,0.1550103
1319.071,0.1747702
1326.785,0.1936672
1334.499,0.2176056
1342.213,0.2324061
1349.927,0.2476705
1357.641,0.2721863
1365.354,0.2970906
1373.068,0.3072262
1380.782,0.3049499
1388.496,0.2947163
1396.21,0.2943776
1403.924,0.3096527
1411.638,0.326063
1419.352,0.3305321
1427.065,0.3149042
1434.779,0.2870457
1442.493,0.2532458
1450.207,0.2236914
1457.921,0.1956683
1465.635,0.1502806
1473.349,0.09019051
1481.063,0.04318223
1488.776,0.01875624
1496.49,0.02176473
1504.204,0.03169814
1511.918,0.05031805
1519.632,0.06740718
1527.346,0.09456721
1535.06,0.1281351
1542.773,0.1760557
1550.487,0.2245837
1558.201,0.2866161
1565.915,0.3580822
1573.629,0.4525755
1581.343,0.5609049
1589.057,0.6598164
1596.771,0.7335665
1604.484,0.7624815
1612.198,0.7598743
1619.912,0.7404997
1627.626,0.7149497
1635.34,0.6843938
1643.054,0.6480268
1650.768,0.6014129
1658.481,0.5373297
1666.195,0.4612703
1673.909,0.3838056
1681.623,0.3063323
1689.337,0.2428728
1697.051,0.2056142
1704.765,0.1890614
1712.479,0.1939747
1720.192,0.2146158
1727.906,0.2134487
1735.62,0.2086516
1743.334,0.1718626
1751.048,0.1324273
1758.762,0.09471747
1766.476,0.06614295
1774.189,0.04545062
1781.903,0.02809657
1789.617,0.01556196
1797.331,0.004788932
