"wavenumber","intensity","File"
871.667,0.003073411,"./Lazar_omnic_16.CSV_breakoff.csv"
879.3809,0.001994302,"./Lazar_omnic_16.CSV_breakoff.csv"
887.0947,0.004584237,"./Lazar_omnic_16.CSV_breakoff.csv"
894.8086,0.01314959,"./Lazar_omnic_16.CSV_breakoff.csv"
902.5225,0.01225911,"./Lazar_omnic_16.CSV_breakoff.csv"
910.2363,0.001294624,"./Lazar_omnic_16.CSV_breakoff.csv"
917.9502,3.119802e-08,"./Lazar_omnic_16.CSV_breakoff.csv"
925.6641,0.004480161,"./Lazar_omnic_16.CSV_breakoff.csv"
933.3779,0.01585552,"./Lazar_omnic_16.CSV_breakoff.csv"
941.0918,0.03895641,"./Lazar_omnic_16.CSV_breakoff.csv"
948.8057,0.07506004,"./Lazar_omnic_16.CSV_breakoff.csv"
956.5195,0.1167145,"./Lazar_omnic_16.CSV_breakoff.csv"
964.2334,0.1652474,"./Lazar_omnic_16.CSV_breakoff.csv"
971.9473,0.2198229,"./Lazar_omnic_16.CSV_breakoff.csv"
979.6611,0.2806174,"./Lazar_omnic_16.CSV_breakoff.csv"
987.375,0.3325783,"./Lazar_omnic_16.CSV_breakoff.csv"
995.0889,0.3881901,"./Lazar_omnic_16.CSV_breakoff.csv"
1002.803,0.4583751,"./Lazar_omnic_16.CSV_breakoff.csv"
1010.517,0.5568051,"./Lazar_omnic_16.CSV_breakoff.csv"
1018.23,0.6651807,"./Lazar_omnic_16.CSV_breakoff.csv"
1025.944,0.7866209,"./Lazar_omnic_16.CSV_breakoff.csv"
1033.658,0.9081346,"./Lazar_omnic_16.CSV_breakoff.csv"
1041.372,1,"./Lazar_omnic_16.CSV_breakoff.csv"
1049.086,0.9676787,"./Lazar_omnic_16.CSV_breakoff.csv"
1056.8,0.8778273,"./Lazar_omnic_16.CSV_breakoff.csv"
1064.514,0.8431395,"./Lazar_omnic_16.CSV_breakoff.csv"
1072.228,0.8423237,"./Lazar_omnic_16.CSV_breakoff.csv"
1079.941,0.8081873,"./Lazar_omnic_16.CSV_breakoff.csv"
1087.655,0.7230632,"./Lazar_omnic_16.CSV_breakoff.csv"
1095.369,0.6225048,"./Lazar_omnic_16.CSV_breakoff.csv"
1103.083,0.545402,"./Lazar_omnic_16.CSV_breakoff.csv"
1110.797,0.4878927,"./Lazar_omnic_16.CSV_breakoff.csv"
1118.511,0.435793,"./Lazar_omnic_16.CSV_breakoff.csv"
1126.225,0.3878531,"./Lazar_omnic_16.CSV_breakoff.csv"
1133.938,0.3355044,"./Lazar_omnic_16.CSV_breakoff.csv"
1141.652,0.2974552,"./Lazar_omnic_16.CSV_breakoff.csv"
1149.366,0.2756252,"./Lazar_omnic_16.CSV_breakoff.csv"
1157.08,0.2317283,"./Lazar_omnic_16.CSV_breakoff.csv"
1164.794,0.1703775,"./Lazar_omnic_16.CSV_breakoff.csv"
1172.508,0.1055626,"./Lazar_omnic_16.CSV_breakoff.csv"
1180.222,0.05647123,"./Lazar_omnic_16.CSV_breakoff.csv"
1187.936,0.02820467,"./Lazar_omnic_16.CSV_breakoff.csv"
1195.649,0.03139254,"./Lazar_omnic_16.CSV_breakoff.csv"
1203.363,0.05742552,"./Lazar_omnic_16.CSV_breakoff.csv"
1211.077,0.08248165,"./Lazar_omnic_16.CSV_breakoff.csv"
1218.791,0.1027544,"./Lazar_omnic_16.CSV_breakoff.csv"
1226.505,0.1239028,"./Lazar_omnic_16.CSV_breakoff.csv"
1234.219,0.1475262,"./Lazar_omnic_16.CSV_breakoff.csv"
1241.933,0.1681854,"./Lazar_omnic_16.CSV_breakoff.csv"
1249.646,0.1738134,"./Lazar_omnic_16.CSV_breakoff.csv"
1257.36,0.1669296,"./Lazar_omnic_16.CSV_breakoff.csv"
1265.074,0.1549175,"./Lazar_omnic_16.CSV_breakoff.csv"
1272.788,0.1407684,"./Lazar_omnic_16.CSV_breakoff.csv"
1280.502,0.1266872,"./Lazar_omnic_16.CSV_breakoff.csv"
1288.216,0.1215046,"./Lazar_omnic_16.CSV_breakoff.csv"
1295.93,0.1230294,"./Lazar_omnic_16.CSV_breakoff.csv"
1303.644,0.1301454,"./Lazar_omnic_16.CSV_breakoff.csv"
1311.357,0.1402314,"./Lazar_omnic_16.CSV_breakoff.csv"
1319.071,0.1493974,"./Lazar_omnic_16.CSV_breakoff.csv"
1326.785,0.1557696,"./Lazar_omnic_16.CSV_breakoff.csv"
1334.499,0.1651523,"./Lazar_omnic_16.CSV_breakoff.csv"
1342.213,0.1811763,"./Lazar_omnic_16.CSV_breakoff.csv"
1349.927,0.2045543,"./Lazar_omnic_16.CSV_breakoff.csv"
1357.641,0.2299376,"./Lazar_omnic_16.CSV_breakoff.csv"
1365.354,0.2589568,"./Lazar_omnic_16.CSV_breakoff.csv"
1373.068,0.2832261,"./Lazar_omnic_16.CSV_breakoff.csv"
1380.782,0.2947972,"./Lazar_omnic_16.CSV_breakoff.csv"
1388.496,0.2900406,"./Lazar_omnic_16.CSV_breakoff.csv"
1396.21,0.2865854,"./Lazar_omnic_16.CSV_breakoff.csv"
1403.924,0.2953424,"./Lazar_omnic_16.CSV_breakoff.csv"
1411.638,0.3007025,"./Lazar_omnic_16.CSV_breakoff.csv"
1419.352,0.291319,"./Lazar_omnic_16.CSV_breakoff.csv"
1427.065,0.2611292,"./Lazar_omnic_16.CSV_breakoff.csv"
1434.779,0.2269093,"./Lazar_omnic_16.CSV_breakoff.csv"
1442.493,0.1961959,"./Lazar_omnic_16.CSV_breakoff.csv"
1450.207,0.1752984,"./Lazar_omnic_16.CSV_breakoff.csv"
1457.921,0.1570591,"./Lazar_omnic_16.CSV_breakoff.csv"
1465.635,0.1296555,"./Lazar_omnic_16.CSV_breakoff.csv"
1473.349,0.06948511,"./Lazar_omnic_16.CSV_breakoff.csv"
1481.063,0.01971877,"./Lazar_omnic_16.CSV_breakoff.csv"
1488.776,0,"./Lazar_omnic_16.CSV_breakoff.csv"
1496.49,0.00957536,"./Lazar_omnic_16.CSV_breakoff.csv"
1504.204,0.02547849,"./Lazar_omnic_16.CSV_breakoff.csv"
1511.918,0.04708796,"./Lazar_omnic_16.CSV_breakoff.csv"
1519.632,0.06061867,"./Lazar_omnic_16.CSV_breakoff.csv"
1527.346,0.08882111,"./Lazar_omnic_16.CSV_breakoff.csv"
1535.06,0.1211812,"./Lazar_omnic_16.CSV_breakoff.csv"
1542.773,0.1651726,"./Lazar_omnic_16.CSV_breakoff.csv"
1550.487,0.2084626,"./Lazar_omnic_16.CSV_breakoff.csv"
1558.201,0.2643948,"./Lazar_omnic_16.CSV_breakoff.csv"
1565.915,0.3271862,"./Lazar_omnic_16.CSV_breakoff.csv"
1573.629,0.4161101,"./Lazar_omnic_16.CSV_breakoff.csv"
1581.343,0.5193175,"./Lazar_omnic_16.CSV_breakoff.csv"
1589.057,0.6160765,"./Lazar_omnic_16.CSV_breakoff.csv"
1596.771,0.6923926,"./Lazar_omnic_16.CSV_breakoff.csv"
1604.484,0.7278458,"./Lazar_omnic_16.CSV_breakoff.csv"
1612.198,0.7337416,"./Lazar_omnic_16.CSV_breakoff.csv"
1619.912,0.7211821,"./Lazar_omnic_16.CSV_breakoff.csv"
1627.626,0.6882825,"./Lazar_omnic_16.CSV_breakoff.csv"
1635.34,0.6441819,"./Lazar_omnic_16.CSV_breakoff.csv"
1643.054,0.595286,"./Lazar_omnic_16.CSV_breakoff.csv"
1650.768,0.5446695,"./Lazar_omnic_16.CSV_breakoff.csv"
1658.481,0.4810121,"./Lazar_omnic_16.CSV_breakoff.csv"
1666.195,0.4122728,"./Lazar_omnic_16.CSV_breakoff.csv"
1673.909,0.3433667,"./Lazar_omnic_16.CSV_breakoff.csv"
1681.623,0.2757953,"./Lazar_omnic_16.CSV_breakoff.csv"
1689.337,0.2256177,"./Lazar_omnic_16.CSV_breakoff.csv"
1697.051,0.2003589,"./Lazar_omnic_16.CSV_breakoff.csv"
1704.765,0.1915849,"./Lazar_omnic_16.CSV_breakoff.csv"
1712.479,0.203131,"./Lazar_omnic_16.CSV_breakoff.csv"
1720.192,0.2254776,"./Lazar_omnic_16.CSV_breakoff.csv"
1727.906,0.2258928,"./Lazar_omnic_16.CSV_breakoff.csv"
1735.62,0.2234651,"./Lazar_omnic_16.CSV_breakoff.csv"
1743.334,0.1869395,"./Lazar_omnic_16.CSV_breakoff.csv"
1751.048,0.1487323,"./Lazar_omnic_16.CSV_breakoff.csv"
1758.762,0.1124683,"./Lazar_omnic_16.CSV_breakoff.csv"
1766.476,0.08322294,"./Lazar_omnic_16.CSV_breakoff.csv"
1774.189,0.0591975,"./Lazar_omnic_16.CSV_breakoff.csv"
1781.903,0.03823832,"./Lazar_omnic_16.CSV_breakoff.csv"
1789.617,0.01830694,"./Lazar_omnic_16.CSV_breakoff.csv"
1797.331,0,"./Lazar_omnic_16.CSV_breakoff.csv"
802.2422,0.1169384,"./Lazar_omnic_17.CSV_breakoff.csv"
809.9561,0.106696,"./Lazar_omnic_17.CSV_breakoff.csv"
817.6699,0.09618482,"./Lazar_omnic_17.CSV_breakoff.csv"
825.3838,0.08229477,"./Lazar_omnic_17.CSV_breakoff.csv"
833.0977,0.06894201,"./Lazar_omnic_17.CSV_breakoff.csv"
840.8115,0.05904174,"./Lazar_omnic_17.CSV_breakoff.csv"
848.5254,0.05477359,"./Lazar_omnic_17.CSV_breakoff.csv"
856.2393,0.05037485,"./Lazar_omnic_17.CSV_breakoff.csv"
863.9531,0.04937918,"./Lazar_omnic_17.CSV_breakoff.csv"
871.667,0.05507226,"./Lazar_omnic_17.CSV_breakoff.csv"
879.3809,0.07229428,"./Lazar_omnic_17.CSV_breakoff.csv"
887.0947,0.09902232,"./Lazar_omnic_17.CSV_breakoff.csv"
894.8086,0.1019399,"./Lazar_omnic_17.CSV_breakoff.csv"
902.5225,0.09225543,"./Lazar_omnic_17.CSV_breakoff.csv"
910.2363,0.08413543,"./Lazar_omnic_17.CSV_breakoff.csv"
917.9502,0.09034938,"./Lazar_omnic_17.CSV_breakoff.csv"
925.6641,0.09744298,"./Lazar_omnic_17.CSV_breakoff.csv"
933.3779,0.1023977,"./Lazar_omnic_17.CSV_breakoff.csv"
941.0918,0.1193749,"./Lazar_omnic_17.CSV_breakoff.csv"
948.8057,0.1497536,"./Lazar_omnic_17.CSV_breakoff.csv"
956.5195,0.1964899,"./Lazar_omnic_17.CSV_breakoff.csv"
964.2334,0.2607078,"./Lazar_omnic_17.CSV_breakoff.csv"
971.9473,0.3359217,"./Lazar_omnic_17.CSV_breakoff.csv"
979.6611,0.4341516,"./Lazar_omnic_17.CSV_breakoff.csv"
987.375,0.5652034,"./Lazar_omnic_17.CSV_breakoff.csv"
995.0889,0.6836363,"./Lazar_omnic_17.CSV_breakoff.csv"
1002.803,0.7466393,"./Lazar_omnic_17.CSV_breakoff.csv"
1010.517,0.8084959,"./Lazar_omnic_17.CSV_breakoff.csv"
1018.23,0.8734368,"./Lazar_omnic_17.CSV_breakoff.csv"
1025.944,0.9416114,"./Lazar_omnic_17.CSV_breakoff.csv"
1033.658,0.9918474,"./Lazar_omnic_17.CSV_breakoff.csv"
1041.372,0.9999999,"./Lazar_omnic_17.CSV_breakoff.csv"
1049.086,0.921886,"./Lazar_omnic_17.CSV_breakoff.csv"
1056.8,0.8443863,"./Lazar_omnic_17.CSV_breakoff.csv"
1064.514,0.8370512,"./Lazar_omnic_17.CSV_breakoff.csv"
1072.228,0.8249229,"./Lazar_omnic_17.CSV_breakoff.csv"
1079.941,0.7499256,"./Lazar_omnic_17.CSV_breakoff.csv"
1087.655,0.6080618,"./Lazar_omnic_17.CSV_breakoff.csv"
1095.369,0.4894585,"./Lazar_omnic_17.CSV_breakoff.csv"
1103.083,0.4660425,"./Lazar_omnic_17.CSV_breakoff.csv"
1110.797,0.4221976,"./Lazar_omnic_17.CSV_breakoff.csv"
1118.511,0.3244718,"./Lazar_omnic_17.CSV_breakoff.csv"
1126.225,0.2619339,"./Lazar_omnic_17.CSV_breakoff.csv"
1133.938,0.2398556,"./Lazar_omnic_17.CSV_breakoff.csv"
1141.652,0.2600357,"./Lazar_omnic_17.CSV_breakoff.csv"
1149.366,0.2831353,"./Lazar_omnic_17.CSV_breakoff.csv"
1157.08,0.2655561,"./Lazar_omnic_17.CSV_breakoff.csv"
1164.794,0.174714,"./Lazar_omnic_17.CSV_breakoff.csv"
1172.508,0.0763121,"./Lazar_omnic_17.CSV_breakoff.csv"
1180.222,0.01450649,"./Lazar_omnic_17.CSV_breakoff.csv"
1187.936,0,"./Lazar_omnic_17.CSV_breakoff.csv"
1195.649,0.03833591,"./Lazar_omnic_17.CSV_breakoff.csv"
1203.363,0.06968629,"./Lazar_omnic_17.CSV_breakoff.csv"
1211.077,0.05390007,"./Lazar_omnic_17.CSV_breakoff.csv"
1218.791,0.06733559,"./Lazar_omnic_17.CSV_breakoff.csv"
1226.505,0.09706475,"./Lazar_omnic_17.CSV_breakoff.csv"
1234.219,0.1170767,"./Lazar_omnic_17.CSV_breakoff.csv"
1241.933,0.1335541,"./Lazar_omnic_17.CSV_breakoff.csv"
1249.646,0.1458882,"./Lazar_omnic_17.CSV_breakoff.csv"
1257.36,0.1361146,"./Lazar_omnic_17.CSV_breakoff.csv"
1265.074,0.1159205,"./Lazar_omnic_17.CSV_breakoff.csv"
1272.788,0.09806167,"./Lazar_omnic_17.CSV_breakoff.csv"
1280.502,0.1016406,"./Lazar_omnic_17.CSV_breakoff.csv"
1288.216,0.1169222,"./Lazar_omnic_17.CSV_breakoff.csv"
1295.93,0.1358681,"./Lazar_omnic_17.CSV_breakoff.csv"
1303.644,0.1608495,"./Lazar_omnic_17.CSV_breakoff.csv"
1311.357,0.1808978,"./Lazar_omnic_17.CSV_breakoff.csv"
1319.071,0.1754223,"./Lazar_omnic_17.CSV_breakoff.csv"
1326.785,0.1712896,"./Lazar_omnic_17.CSV_breakoff.csv"
1334.499,0.1905747,"./Lazar_omnic_17.CSV_breakoff.csv"
1342.213,0.2153906,"./Lazar_omnic_17.CSV_breakoff.csv"
1349.927,0.2287916,"./Lazar_omnic_17.CSV_breakoff.csv"
1357.641,0.247954,"./Lazar_omnic_17.CSV_breakoff.csv"
1365.354,0.2790017,"./Lazar_omnic_17.CSV_breakoff.csv"
1373.068,0.2866031,"./Lazar_omnic_17.CSV_breakoff.csv"
1380.782,0.2585564,"./Lazar_omnic_17.CSV_breakoff.csv"
1388.496,0.226045,"./Lazar_omnic_17.CSV_breakoff.csv"
1396.21,0.2169958,"./Lazar_omnic_17.CSV_breakoff.csv"
1403.924,0.2348664,"./Lazar_omnic_17.CSV_breakoff.csv"
1411.638,0.2484612,"./Lazar_omnic_17.CSV_breakoff.csv"
1419.352,0.2519747,"./Lazar_omnic_17.CSV_breakoff.csv"
1427.065,0.2458533,"./Lazar_omnic_17.CSV_breakoff.csv"
1434.779,0.2350827,"./Lazar_omnic_17.CSV_breakoff.csv"
1442.493,0.2240317,"./Lazar_omnic_17.CSV_breakoff.csv"
1450.207,0.2135421,"./Lazar_omnic_17.CSV_breakoff.csv"
1457.921,0.1981789,"./Lazar_omnic_17.CSV_breakoff.csv"
1465.635,0.1659465,"./Lazar_omnic_17.CSV_breakoff.csv"
1473.349,0.112992,"./Lazar_omnic_17.CSV_breakoff.csv"
1481.063,0.08143796,"./Lazar_omnic_17.CSV_breakoff.csv"
1488.776,0.07087629,"./Lazar_omnic_17.CSV_breakoff.csv"
1496.49,0.0980325,"./Lazar_omnic_17.CSV_breakoff.csv"
1504.204,0.121924,"./Lazar_omnic_17.CSV_breakoff.csv"
1511.918,0.1602694,"./Lazar_omnic_17.CSV_breakoff.csv"
1519.632,0.1885702,"./Lazar_omnic_17.CSV_breakoff.csv"
1527.346,0.2198479,"./Lazar_omnic_17.CSV_breakoff.csv"
1535.06,0.2480579,"./Lazar_omnic_17.CSV_breakoff.csv"
1542.773,0.2722545,"./Lazar_omnic_17.CSV_breakoff.csv"
1550.487,0.2817126,"./Lazar_omnic_17.CSV_breakoff.csv"
1558.201,0.2845952,"./Lazar_omnic_17.CSV_breakoff.csv"
1565.915,0.2762102,"./Lazar_omnic_17.CSV_breakoff.csv"
1573.629,0.2904234,"./Lazar_omnic_17.CSV_breakoff.csv"
1581.343,0.3112493,"./Lazar_omnic_17.CSV_breakoff.csv"
1589.057,0.3397183,"./Lazar_omnic_17.CSV_breakoff.csv"
1596.771,0.3740556,"./Lazar_omnic_17.CSV_breakoff.csv"
1604.484,0.4088242,"./Lazar_omnic_17.CSV_breakoff.csv"
1612.198,0.4553312,"./Lazar_omnic_17.CSV_breakoff.csv"
1619.912,0.5242922,"./Lazar_omnic_17.CSV_breakoff.csv"
1627.626,0.5692934,"./Lazar_omnic_17.CSV_breakoff.csv"
1635.34,0.5755916,"./Lazar_omnic_17.CSV_breakoff.csv"
1643.054,0.5590525,"./Lazar_omnic_17.CSV_breakoff.csv"
1650.768,0.5404515,"./Lazar_omnic_17.CSV_breakoff.csv"
1658.481,0.4970581,"./Lazar_omnic_17.CSV_breakoff.csv"
1666.195,0.4266518,"./Lazar_omnic_17.CSV_breakoff.csv"
1673.909,0.3546152,"./Lazar_omnic_17.CSV_breakoff.csv"
1681.623,0.281983,"./Lazar_omnic_17.CSV_breakoff.csv"
1689.337,0.2275358,"./Lazar_omnic_17.CSV_breakoff.csv"
1697.051,0.1888636,"./Lazar_omnic_17.CSV_breakoff.csv"
1704.765,0.1398696,"./Lazar_omnic_17.CSV_breakoff.csv"
1712.479,0.124926,"./Lazar_omnic_17.CSV_breakoff.csv"
1720.192,0.1207745,"./Lazar_omnic_17.CSV_breakoff.csv"
1727.906,0.1149561,"./Lazar_omnic_17.CSV_breakoff.csv"
1735.62,0.1180693,"./Lazar_omnic_17.CSV_breakoff.csv"
1743.334,0.09431601,"./Lazar_omnic_17.CSV_breakoff.csv"
1751.048,0.08159666,"./Lazar_omnic_17.CSV_breakoff.csv"
1758.762,0.07285918,"./Lazar_omnic_17.CSV_breakoff.csv"
1766.476,0.06715775,"./Lazar_omnic_17.CSV_breakoff.csv"
1774.189,0.05418789,"./Lazar_omnic_17.CSV_breakoff.csv"
1781.903,0.05237929,"./Lazar_omnic_17.CSV_breakoff.csv"
1789.617,0.04732521,"./Lazar_omnic_17.CSV_breakoff.csv"
1797.331,0.04349202,"./Lazar_omnic_17.CSV_breakoff.csv"
802.2422,0.08613685,"./Lazar_omnic_18.CSV_breakoff.csv"
809.9561,0.0775489,"./Lazar_omnic_18.CSV_breakoff.csv"
817.6699,0.0640858,"./Lazar_omnic_18.CSV_breakoff.csv"
825.3838,0.05042755,"./Lazar_omnic_18.CSV_breakoff.csv"
833.0977,0.03529115,"./Lazar_omnic_18.CSV_breakoff.csv"
840.8115,0.0236675,"./Lazar_omnic_18.CSV_breakoff.csv"
848.5254,0.01077174,"./Lazar_omnic_18.CSV_breakoff.csv"
856.2393,0.002309259,"./Lazar_omnic_18.CSV_breakoff.csv"
863.9531,0,"./Lazar_omnic_18.CSV_breakoff.csv"
871.667,0.002425911,"./Lazar_omnic_18.CSV_breakoff.csv"
879.3809,0.00378825,"./Lazar_omnic_18.CSV_breakoff.csv"
887.0947,0.008675704,"./Lazar_omnic_18.CSV_breakoff.csv"
894.8086,0.01983623,"./Lazar_omnic_18.CSV_breakoff.csv"
902.5225,0.02132497,"./Lazar_omnic_18.CSV_breakoff.csv"
910.2363,0.01344812,"./Lazar_omnic_18.CSV_breakoff.csv"
917.9502,0.01500472,"./Lazar_omnic_18.CSV_breakoff.csv"
925.6641,0.02158184,"./Lazar_omnic_18.CSV_breakoff.csv"
933.3779,0.03622935,"./Lazar_omnic_18.CSV_breakoff.csv"
941.0918,0.06472248,"./Lazar_omnic_18.CSV_breakoff.csv"
948.8057,0.1069931,"./Lazar_omnic_18.CSV_breakoff.csv"
956.5195,0.1560699,"./Lazar_omnic_18.CSV_breakoff.csv"
964.2334,0.209779,"./Lazar_omnic_18.CSV_breakoff.csv"
971.9473,0.2698092,"./Lazar_omnic_18.CSV_breakoff.csv"
979.6611,0.3313157,"./Lazar_omnic_18.CSV_breakoff.csv"
987.375,0.3819984,"./Lazar_omnic_18.CSV_breakoff.csv"
995.0889,0.4379705,"./Lazar_omnic_18.CSV_breakoff.csv"
1002.803,0.5133163,"./Lazar_omnic_18.CSV_breakoff.csv"
1010.517,0.6111022,"./Lazar_omnic_18.CSV_breakoff.csv"
1018.23,0.7140573,"./Lazar_omnic_18.CSV_breakoff.csv"
1025.944,0.8173985,"./Lazar_omnic_18.CSV_breakoff.csv"
1033.658,0.9280687,"./Lazar_omnic_18.CSV_breakoff.csv"
1041.372,1,"./Lazar_omnic_18.CSV_breakoff.csv"
1049.086,0.9739529,"./Lazar_omnic_18.CSV_breakoff.csv"
1056.8,0.9008698,"./Lazar_omnic_18.CSV_breakoff.csv"
1064.514,0.8688962,"./Lazar_omnic_18.CSV_breakoff.csv"
1072.228,0.8684519,"./Lazar_omnic_18.CSV_breakoff.csv"
1079.941,0.8375741,"./Lazar_omnic_18.CSV_breakoff.csv"
1087.655,0.7620725,"./Lazar_omnic_18.CSV_breakoff.csv"
1095.369,0.6715579,"./Lazar_omnic_18.CSV_breakoff.csv"
1103.083,0.5897796,"./Lazar_omnic_18.CSV_breakoff.csv"
1110.797,0.5306628,"./Lazar_omnic_18.CSV_breakoff.csv"
1118.511,0.4857365,"./Lazar_omnic_18.CSV_breakoff.csv"
1126.225,0.4464638,"./Lazar_omnic_18.CSV_breakoff.csv"
1133.938,0.4065805,"./Lazar_omnic_18.CSV_breakoff.csv"
1141.652,0.3747713,"./Lazar_omnic_18.CSV_breakoff.csv"
1149.366,0.3550668,"./Lazar_omnic_18.CSV_breakoff.csv"
1157.08,0.3124331,"./Lazar_omnic_18.CSV_breakoff.csv"
1164.794,0.2511345,"./Lazar_omnic_18.CSV_breakoff.csv"
1172.508,0.1831474,"./Lazar_omnic_18.CSV_breakoff.csv"
1180.222,0.1275688,"./Lazar_omnic_18.CSV_breakoff.csv"
1187.936,0.09722244,"./Lazar_omnic_18.CSV_breakoff.csv"
1195.649,0.0995663,"./Lazar_omnic_18.CSV_breakoff.csv"
1203.363,0.1290388,"./Lazar_omnic_18.CSV_breakoff.csv"
1211.077,0.1609198,"./Lazar_omnic_18.CSV_breakoff.csv"
1218.791,0.1878137,"./Lazar_omnic_18.CSV_breakoff.csv"
1226.505,0.2149203,"./Lazar_omnic_18.CSV_breakoff.csv"
1234.219,0.2446726,"./Lazar_omnic_18.CSV_breakoff.csv"
1241.933,0.2705914,"./Lazar_omnic_18.CSV_breakoff.csv"
1249.646,0.2786544,"./Lazar_omnic_18.CSV_breakoff.csv"
1257.36,0.2721578,"./Lazar_omnic_18.CSV_breakoff.csv"
1265.074,0.2571349,"./Lazar_omnic_18.CSV_breakoff.csv"
1272.788,0.2405977,"./Lazar_omnic_18.CSV_breakoff.csv"
1280.502,0.225826,"./Lazar_omnic_18.CSV_breakoff.csv"
1288.216,0.2196254,"./Lazar_omnic_18.CSV_breakoff.csv"
1295.93,0.2212422,"./Lazar_omnic_18.CSV_breakoff.csv"
1303.644,0.2281417,"./Lazar_omnic_18.CSV_breakoff.csv"
1311.357,0.2393815,"./Lazar_omnic_18.CSV_breakoff.csv"
1319.071,0.2511892,"./Lazar_omnic_18.CSV_breakoff.csv"
1326.785,0.258239,"./Lazar_omnic_18.CSV_breakoff.csv"
1334.499,0.2688693,"./Lazar_omnic_18.CSV_breakoff.csv"
1342.213,0.2851875,"./Lazar_omnic_18.CSV_breakoff.csv"
1349.927,0.3090656,"./Lazar_omnic_18.CSV_breakoff.csv"
1357.641,0.3366473,"./Lazar_omnic_18.CSV_breakoff.csv"
1365.354,0.3662026,"./Lazar_omnic_18.CSV_breakoff.csv"
1373.068,0.3925307,"./Lazar_omnic_18.CSV_breakoff.csv"
1380.782,0.405096,"./Lazar_omnic_18.CSV_breakoff.csv"
1388.496,0.4000222,"./Lazar_omnic_18.CSV_breakoff.csv"
1396.21,0.3987746,"./Lazar_omnic_18.CSV_breakoff.csv"
1403.924,0.409804,"./Lazar_omnic_18.CSV_breakoff.csv"
1411.638,0.4200218,"./Lazar_omnic_18.CSV_breakoff.csv"
1419.352,0.4132848,"./Lazar_omnic_18.CSV_breakoff.csv"
1427.065,0.3854001,"./Lazar_omnic_18.CSV_breakoff.csv"
1434.779,0.3498425,"./Lazar_omnic_18.CSV_breakoff.csv"
1442.493,0.3171116,"./Lazar_omnic_18.CSV_breakoff.csv"
1450.207,0.295,"./Lazar_omnic_18.CSV_breakoff.csv"
1457.921,0.2739998,"./Lazar_omnic_18.CSV_breakoff.csv"
1465.635,0.2481695,"./Lazar_omnic_18.CSV_breakoff.csv"
1473.349,0.1871956,"./Lazar_omnic_18.CSV_breakoff.csv"
1481.063,0.1144385,"./Lazar_omnic_18.CSV_breakoff.csv"
1488.776,0.09113427,"./Lazar_omnic_18.CSV_breakoff.csv"
1496.49,0.09721438,"./Lazar_omnic_18.CSV_breakoff.csv"
1504.204,0.1173895,"./Lazar_omnic_18.CSV_breakoff.csv"
1511.918,0.147172,"./Lazar_omnic_18.CSV_breakoff.csv"
1519.632,0.167665,"./Lazar_omnic_18.CSV_breakoff.csv"
1527.346,0.1960941,"./Lazar_omnic_18.CSV_breakoff.csv"
1535.06,0.2292078,"./Lazar_omnic_18.CSV_breakoff.csv"
1542.773,0.2685006,"./Lazar_omnic_18.CSV_breakoff.csv"
1550.487,0.30918,"./Lazar_omnic_18.CSV_breakoff.csv"
1558.201,0.3580193,"./Lazar_omnic_18.CSV_breakoff.csv"
1565.915,0.4181263,"./Lazar_omnic_18.CSV_breakoff.csv"
1573.629,0.5026914,"./Lazar_omnic_18.CSV_breakoff.csv"
1581.343,0.608146,"./Lazar_omnic_18.CSV_breakoff.csv"
1589.057,0.7134039,"./Lazar_omnic_18.CSV_breakoff.csv"
1596.771,0.8013601,"./Lazar_omnic_18.CSV_breakoff.csv"
1604.484,0.8517203,"./Lazar_omnic_18.CSV_breakoff.csv"
1612.198,0.8743163,"./Lazar_omnic_18.CSV_breakoff.csv"
1619.912,0.8797143,"./Lazar_omnic_18.CSV_breakoff.csv"
1627.626,0.8612912,"./Lazar_omnic_18.CSV_breakoff.csv"
1635.34,0.8260767,"./Lazar_omnic_18.CSV_breakoff.csv"
1643.054,0.780122,"./Lazar_omnic_18.CSV_breakoff.csv"
1650.768,0.7221677,"./Lazar_omnic_18.CSV_breakoff.csv"
1658.481,0.6510984,"./Lazar_omnic_18.CSV_breakoff.csv"
1666.195,0.5719122,"./Lazar_omnic_18.CSV_breakoff.csv"
1673.909,0.4852526,"./Lazar_omnic_18.CSV_breakoff.csv"
1681.623,0.4021415,"./Lazar_omnic_18.CSV_breakoff.csv"
1689.337,0.3310953,"./Lazar_omnic_18.CSV_breakoff.csv"
1697.051,0.286651,"./Lazar_omnic_18.CSV_breakoff.csv"
1704.765,0.2641853,"./Lazar_omnic_18.CSV_breakoff.csv"
1712.479,0.2724384,"./Lazar_omnic_18.CSV_breakoff.csv"
1720.192,0.289864,"./Lazar_omnic_18.CSV_breakoff.csv"
1727.906,0.2920008,"./Lazar_omnic_18.CSV_breakoff.csv"
1735.62,0.2812113,"./Lazar_omnic_18.CSV_breakoff.csv"
1743.334,0.2415809,"./Lazar_omnic_18.CSV_breakoff.csv"
1751.048,0.1903516,"./Lazar_omnic_18.CSV_breakoff.csv"
1758.762,0.1434085,"./Lazar_omnic_18.CSV_breakoff.csv"
1766.476,0.1047317,"./Lazar_omnic_18.CSV_breakoff.csv"
1774.189,0.07229024,"./Lazar_omnic_18.CSV_breakoff.csv"
1781.903,0.04817302,"./Lazar_omnic_18.CSV_breakoff.csv"
